INT	INT	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT
0	29	|#a54bfa|炎火天书	7600	195	magic_shu3	1:76000	0	35	2	3	203
0	30	0	8000	200	magic_shu3	1:80000	0	35	2	3	203
0	31	|#a54bfa|圣明天书	8900	205	magic_shu4	1:85000	127	35	2	4	204
0	32	0	9800	210	magic_shu4	1:90000	0	35	2	4	204
0	33	0	10700	215	magic_shu4	1:95000	0	35	2	4	204
0	34	0	11600	220	magic_shu4	1:100000	0	35	2	4	204
0	35	|#a54bfa|圣明天书	12500	225	magic_shu4	1:105000	0	35	2	4	204
0	36	0	13400	230	magic_shu4	1:110000	0	35	2	4	204
0	37	0	14300	235	magic_shu4	1:115000	0	35	2	4	204
0	38	0	15200	240	magic_shu4	1:120000	0	35	2	4	204
0	39	|#a54bfa|圣明天书	16100	245	magic_shu4	1:125000	0	35	2	4	204
0	40	0	17000	250	magic_shu4	1:130000	0	35	2	4	204
0	41	|#a54bfa|鬼道天书	18500	255	magic_shu5	1:138000	127	35	2	5	205
0	42	0	20000	260	magic_shu5	1:146000	0	35	2	5	205
0	43	0	21500	265	magic_shu5	1:154000	0	35	2	5	205
0	44	0	23000	270	magic_shu5	1:162000	0	35	2	5	205
0	45	|#a54bfa|鬼道天书	24500	275	magic_shu5	1:170000	0	35	2	5	205
0	46	0	26000	280	magic_shu5	1:178000	0	35	2	5	205
0	47	0	27500	285	magic_shu5	1:186000	0	35	2	5	205
0	48	0	29000	290	magic_shu5	1:194000	0	35	2	5	205
0	49	|#a54bfa|鬼道天书	30500	295	magic_shu5	1:202000	0	35	2	5	205
0	50	0	32000	300	magic_shu5	1:210000	0	35	2	5	205
0	51	|#a54bfa|兽道天书	35500	305	magic_shu6	1:221000	127	35	2	6	206
0	52	0	39000	310	magic_shu6	1:232000	0	35	2	6	206
0	53	0	42500	315	magic_shu6	1:243000	0	35	2	6	206
0	54	0	46000	320	magic_shu6	1:254000	0	35	2	6	206
0	55	|#a54bfa|兽道天书	49500	325	magic_shu6	1:265000	0	35	2	6	206
0	56	0	53000	330	magic_shu6	1:276000	0	35	2	6	206
0	57	0	56500	335	magic_shu6	1:287000	0	35	2	6	206
0	58	0	60000	340	magic_shu6	1:298000	0	35	2	6	206
0	59	|#a54bfa|兽道天书	63500	345	magic_shu6	1:309000	0	35	2	6	206
0	60	0	67000	350	magic_shu6	1:320000	0	35	2	6	206
0	61	|#a54bfa|锁魂天书	72500	355	magic_shu7	1:336000	127	35	2	7	207
0	62	0	78000	360	magic_shu7	1:352000	0	35	2	7	207
0	63	0	83500	365	magic_shu7	1:368000	0	35	2	7	207
0	64	0	89000	370	magic_shu7	1:384000	0	35	2	7	207
0	65	|#a54bfa|锁魂天书	94500	375	magic_shu7	1:400000	0	35	2	7	207
0	66	0	100000	380	magic_shu7	1:416000	0	35	2	7	207
0	67	0	105500	385	magic_shu7	1:432000	0	35	2	7	207
0	68	0	111000	390	magic_shu7	1:448000	0	35	2	7	207
0	69	|#a54bfa|锁魂天书	116500	395	magic_shu7	1:464000	0	35	2	7	207
0	70	0	122000	400	magic_shu7	1:480000	0	35	2	7	207
0	71	|#a54bfa|深渊天书	130000	405	magic_shu8	1:502000	127	35	2	8	208
0	72	0	138000	410	magic_shu8	1:524000	0	35	2	8	208
0	73	0	146000	415	magic_shu8	1:546000	0	35	2	8	208
0	74	0	154000	420	magic_shu8	1:568000	0	35	2	8	208
0	75	|#a54bfa|深渊天书	162000	425	magic_shu8	1:590000	0	35	2	8	208
0	76	0	170000	430	magic_shu8	1:612000	0	35	2	8	208
0	77	0	178000	435	magic_shu8	1:634000	0	35	2	8	208
0	78	0	186000	440	magic_shu8	1:656000	0	35	2	8	208
0	79	|#a54bfa|深渊天书	194000	445	magic_shu8	1:678000	0	35	2	8	208
0	80	0	202000	450	magic_shu8	1:700000	0	35	2	8	208
0	81	|#a54bfa|治愈天书	213500	455	magic_shu9	1:733000	127	35	2	9	209
0	82	0	225000	460	magic_shu9	1:766000	0	35	2	9	209
0	83	0	236500	465	magic_shu9	1:799000	0	35	2	9	209
0	84	0	248000	470	magic_shu9	1:832000	0	35	2	9	209
0	85	|#a54bfa|治愈天书	259500	475	magic_shu9	1:865000	0	35	2	9	209
0	86	0	271000	480	magic_shu9	1:898000	0	35	2	9	209
0	87	0	282500	485	magic_shu9	1:931000	0	35	2	9	209
0	88	0	294000	490	magic_shu9	1:964000	0	35	2	9	209
0	89	|#a54bfa|治愈天书	305500	495	magic_shu9	1:997000	0	35	2	9	209
0	90	0	317000	498	magic_shu9	1:1030000	0	35	2	9	209
0	91	|#a54bfa|神泽天书	333000	501	magic_shu10	1:1074000	127	35	2	10	210
0	92	0	349000	504	magic_shu10	1:1118000	0	35	2	10	210
0	93	0	365000	507	magic_shu10	1:1162000	0	35	2	10	210
0	94	0	381000	510	magic_shu10	1:1206000	0	35	2	10	210
0	95	|#a54bfa|神泽天书	397000	513	magic_shu10	1:1250000	0	35	2	10	210
0	96	0	413000	516	magic_shu10	1:1294000	0	35	2	10	210
0	97	0	429000	519	magic_shu10	1:1338000	0	35	2	10	210
0	98	0	445000	522	magic_shu10	1:1382000	0	35	2	10	210
0	99	|#a54bfa|神泽天书	461000	525	magic_shu10	1:1426000	0	35	2	10	210
0	100	0	497800	528	magic_shu10	1:1470000	0	35	2	10	210
0	101	|#a54bfa|噩梦鬼书	545800	531	magic_shu11	1:1535000	127	35	2	11	211
0	102	0	593800	534	magic_shu11	1:1600000	0	35	2	11	211
0	103	0	641800	537	magic_shu11	1:1665000	0	35	2	11	211
0	104	0	689800	540	magic_shu11	1:1730000	0	35	2	11	211
0	105	|#a54bfa|噩梦鬼书	737800	543	magic_shu11	1:1795000	0	35	2	11	211
0	106	0	785800	546	magic_shu11	1:1860000	0	35	2	11	211
0	107	0	833800	549	magic_shu11	1:1925000	0	35	2	11	211
0	108	0	881800	552	magic_shu11	1:1990000	0	35	2	11	211
0	109	0	929800	555	magic_shu11	1:2055000	0	35	2	11	211
0	110	|#a54bfa|噩梦鬼书	1184200	558	magic_shu11	1:2120000	0	35	2	11	211
0	111	0	1238000	561	magic_shu12	1:2207000	0	35	2	12	212
0	112	|#a54bfa|圣妖天书	1306800	564	magic_shu12	1:2294000	127	35	2	12	212
0	113	0	1394900	567	magic_shu12	1:2381000	0	35	2	12	212
0	114	0	1507600	570	magic_shu12	1:2468000	0	35	2	12	212
0	115	|#a54bfa|圣妖天书	1651900	573	magic_shu12	1:2555000	0	35	2	12	212
0	116	0	1836600	576	magic_shu12	1:2642000	0	35	2	12	212
0	117	0	2073100	579	magic_shu12	1:2729000	0	35	2	12	212
0	118	0	2375700	582	magic_shu12	1:2816000	0	35	2	12	212
0	119	0	2763100	585	magic_shu12	1:2903000	0	35	2	12	212
0	120	|#a54bfa|圣妖天书	-1	700	magic_shu12	1:2990000	127	35	2	12	212
1	0		0	51	magic_xunzhang1	4:0|5:0	0	35	2	1	301
1	1	0	1100	56	magic_xunzhang1	4:11|5:27	0	35	2	1	301
1	2	0	1200	61	magic_xunzhang1	4:22|5:54	0	35	2	1	301
1	3	0	1300	66	magic_xunzhang1	4:33|5:81	0	35	2	1	301
1	4	0	1400	71	magic_xunzhang1	4:44|5:108	0	35	2	1	301
1	5	|#a54bfa|坚韧印记	1500	76	magic_xunzhang1	4:55|5:135	0	35	2	1	301
1	6	0	1600	81	magic_xunzhang1	4:66|5:162	0	35	2	1	301
1	7	0	1700	86	magic_xunzhang1	4:77|5:189	0	35	2	1	301
1	8	0	1800	91	magic_xunzhang1	4:88|5:216	0	35	2	1	301
1	9	|#a54bfa|坚韧印记	1900	96	magic_xunzhang1	4:99|5:243	0	35	2	1	301
1	10	0	2000	101	magic_xunzhang1	4:110|5:270	0	35	2	1	301
1	11	|#a54bfa|磨灭印记	2200	106	magic_xunzhang2	4:132|5:325	127	35	2	2	302
1	12	0	2400	111	magic_xunzhang2	4:154|5:380	0	35	2	2	302
1	13	0	2600	116	magic_xunzhang2	4:176|5:435	0	35	2	2	302
1	14	0	2800	121	magic_xunzhang2	4:198|5:490	0	35	2	2	302
1	15	|#a54bfa|磨灭印记	3000	126	magic_xunzhang2	4:220|5:545	0	35	2	2	302
1	16	0	3200	131	magic_xunzhang2	4:242|5:600	0	35	2	2	302
1	17	0	3400	136	magic_xunzhang2	4:264|5:655	0	35	2	2	302
1	18	0	3600	141	magic_xunzhang2	4:286|5:710	0	35	2	2	302
1	19	|#a54bfa|磨灭印记	3800	146	magic_xunzhang2	4:308|5:765	0	35	2	2	302
1	20	0	4000	151	magic_xunzhang2	4:330|5:820	0	35	2	2	302
1	21	|#a54bfa|智慧印记	4400	156	magic_xunzhang3	4:363|5:902	127	35	2	3	303
1	22	0	4800	161	magic_xunzhang3	4:396|5:984	0	35	2	3	303
1	23	0	5200	166	magic_xunzhang3	4:429|5:1066	0	35	2	3	303
1	24	0	5600	171	magic_xunzhang3	4:462|5:1148	0	35	2	3	303
1	25	|#a54bfa|智慧印记	6000	176	magic_xunzhang3	4:495|5:1230	0	35	2	3	303
1	26	0	6400	181	magic_xunzhang3	4:528|5:1312	0	35	2	3	303
1	27	0	6800	186	magic_xunzhang3	4:561|5:1394	0	35	2	3	303
1	28	0	7200	191	magic_xunzhang3	4:594|5:1476	0	35	2	3	303
1	29	|#a54bfa|智慧印记	7600	196	magic_xunzhang3	4:627|5:1558	0	35	2	3	303
1	30	0	8000	201	magic_xunzhang3	4:660|5:1640	0	35	2	3	303
1	31	|#a54bfa|祝福印记	8900	206	magic_xunzhang4	4:704|5:1749	127	35	2	4	304
1	32	0	9800	211	magic_xunzhang4	4:748|5:1858	0	35	2	4	304
1	33	0	10700	216	magic_xunzhang4	4:792|5:1967	0	35	2	4	304
1	34	0	11600	221	magic_xunzhang4	4:836|5:2076	0	35	2	4	304
1	35	|#a54bfa|祝福印记	12500	226	magic_xunzhang4	4:880|5:2185	0	35	2	4	304
1	36	0	13400	231	magic_xunzhang4	4:924|5:2294	0	35	2	4	304
1	37	0	14300	236	magic_xunzhang4	4:968|5:2403	0	35	2	4	304
1	38	0	15200	241	magic_xunzhang4	4:1012|5:2512	0	35	2	4	304
1	39	|#a54bfa|祝福印记	16100	246	magic_xunzhang4	4:1056|5:2621	0	35	2	4	304
1	40	0	17000	251	magic_xunzhang4	4:1100|5:2730	0	35	2	4	304
1	41	|#a54bfa|守护印记	18500	256	magic_xunzhang5	4:1165|5:2894	127	35	2	5	305
1	42	0	20000	261	magic_xunzhang5	4:1230|5:3058	0	35	2	5	305
1	43	0	21500	266	magic_xunzhang5	4:1295|5:3222	0	35	2	5	305
1	44	0	23000	271	magic_xunzhang5	4:1360|5:3386	0	35	2	5	305
1	45	|#a54bfa|守护印记	24500	276	magic_xunzhang5	4:1425|5:3550	0	35	2	5	305
1	46	0	26000	281	magic_xunzhang5	4:1490|5:3714	0	35	2	5	305
1	47	0	27500	286	magic_xunzhang5	4:1555|5:3878	0	35	2	5	305
1	48	0	29000	291	magic_xunzhang5	4:1620|5:4042	0	35	2	5	305
1	49	|#a54bfa|守护印记	30500	296	magic_xunzhang5	4:1685|5:4206	0	35	2	5	305
1	50	0	32000	301	magic_xunzhang5	4:1750|5:4370	0	35	2	5	305
1	51	|#a54bfa|神明印记	35500	306	magic_xunzhang6	4:1837|5:4588	127	35	2	6	306
1	52	0	39000	311	magic_xunzhang6	4:1924|5:4806	0	35	2	6	306
1	53	0	42500	316	magic_xunzhang6	4:2011|5:5024	0	35	2	6	306
1	54	0	46000	321	magic_xunzhang6	4:2098|5:5242	0	35	2	6	306
1	55	|#a54bfa|神明印记	49500	326	magic_xunzhang6	4:2185|5:5460	0	35	2	6	306
1	56	0	53000	331	magic_xunzhang6	4:2272|5:5678	0	35	2	6	306
1	57	0	56500	336	magic_xunzhang6	4:2359|5:5896	0	35	2	6	306
1	58	0	60000	341	magic_xunzhang6	4:2446|5:6114	0	35	2	6	306
1	59	|#a54bfa|神明印记	63500	346	magic_xunzhang6	4:2533|5:6332	0	35	2	6	306
1	60	0	67000	351	magic_xunzhang6	4:2620|5:6550	0	35	2	6	306
1	61	|#a54bfa|不灭印记	72500	356	magic_xunzhang7	4:2751|5:6877	127	35	2	7	307
1	62	0	78000	361	magic_xunzhang7	4:2882|5:7204	0	35	2	7	307
1	63	0	83500	366	magic_xunzhang7	4:3013|5:7531	0	35	2	7	307
1	64	0	89000	371	magic_xunzhang7	4:3144|5:7858	0	35	2	7	307
1	65	|#a54bfa|不灭印记	94500	376	magic_xunzhang7	4:3275|5:8185	0	35	2	7	307
1	66	0	100000	381	magic_xunzhang7	4:3406|5:8512	0	35	2	7	307
1	67	0	105500	386	magic_xunzhang7	4:3537|5:8839	0	35	2	7	307
1	68	0	111000	391	magic_xunzhang7	4:3668|5:9166	0	35	2	7	307
1	69	|#a54bfa|不灭印记	116500	396	magic_xunzhang7	4:3799|5:9493	0	35	2	7	307
1	70	0	122000	401	magic_xunzhang7	4:3930|5:9820	0	35	2	7	307
1	71	|#a54bfa|无上印记	130000	406	magic_xunzhang8	4:4105|5:10256	127	35	2	8	308
1	72	0	138000	411	magic_xunzhang8	4:4280|5:10692	0	35	2	8	308
1	73	0	146000	416	magic_xunzhang8	4:4455|5:11128	0	35	2	8	308
1	74	0	154000	421	magic_xunzhang8	4:4630|5:11564	0	35	2	8	308
1	75	|#a54bfa|无上印记	162000	426	magic_xunzhang8	4:4805|5:12000	0	35	2	8	308
1	76	0	170000	431	magic_xunzhang8	4:4980|5:12436	0	35	2	8	308
1	77	0	178000	436	magic_xunzhang8	4:5155|5:12872	0	35	2	8	308
1	78	0	186000	441	magic_xunzhang8	4:5330|5:13308	0	35	2	8	308
1	79	|#a54bfa|无上印记	194000	446	magic_xunzhang8	4:5505|5:13744	0	35	2	8	308
1	80	0	202000	451	magic_xunzhang8	4:5680|5:14180	0	35	2	8	308
1	81	|#a54bfa|神圣印记	213500	456	magic_xunzhang9	4:5942|5:14835	127	35	2	9	309
1	82	0	225000	461	magic_xunzhang9	4:6204|5:15490	0	35	2	9	309
1	83	0	236500	466	magic_xunzhang9	4:6466|5:16145	0	35	2	9	309
1	84	0	248000	471	magic_xunzhang9	4:6728|5:16800	0	35	2	9	309
1	85	|#a54bfa|神圣印记	259500	476	magic_xunzhang9	4:6990|5:17455	0	35	2	9	309
1	86	0	271000	481	magic_xunzhang9	4:7252|5:18110	0	35	2	9	309
1	87	0	282500	486	magic_xunzhang9	4:7514|5:18765	0	35	2	9	309
1	88	0	294000	491	magic_xunzhang9	4:7776|5:19420	0	35	2	9	309
1	89	|#a54bfa|神圣印记	305500	496	magic_xunzhang9	4:8038|5:20075	0	35	2	9	309
1	90	0	317000	499	magic_xunzhang9	4:8300|5:20730	0	35	2	9	309
1	91	|#a54bfa|洪荒印记	333000	502	magic_xunzhang10	4:8649|5:21603	127	35	2	10	310
1	92	0	349000	505	magic_xunzhang10	4:8998|5:22476	0	35	2	10	310
1	93	0	365000	508	magic_xunzhang10	4:9347|5:23349	0	35	2	10	310
1	94	0	381000	511	magic_xunzhang10	4:9696|5:24222	0	35	2	10	310
1	95	|#a54bfa|洪荒印记	397000	514	magic_xunzhang10	4:10045|5:25095	0	35	2	10	310
1	96	0	413000	517	magic_xunzhang10	4:10394|5:25968	0	35	2	10	310
1	97	0	429000	520	magic_xunzhang10	4:10743|5:26841	0	35	2	10	310
1	98	0	445000	523	magic_xunzhang10	4:11092|5:27714	0	35	2	10	310
1	99	|#a54bfa|洪荒印记	461000	526	magic_xunzhang10	4:11441|5:28587	0	35	2	10	310
1	100	0	497800	529	magic_xunzhang10	4:11790|5:29460	0	35	2	10	310
1	101	|#a54bfa|噩梦印记	545800	532	magic_xunzhang11	4:12314|5:30769	127	35	2	11	311
1	102	0	593800	535	magic_xunzhang11	4:12838|5:32078	0	35	2	11	311
1	103	0	641800	538	magic_xunzhang11	4:13362|5:33387	0	35	2	11	311
1	104	0	689800	541	magic_xunzhang11	4:13886|5:34696	0	35	2	11	311
1	105	|#a54bfa|噩梦印记	737800	544	magic_xunzhang11	4:14410|5:36005	0	35	2	11	311
1	106	0	785800	547	magic_xunzhang11	4:14934|5:37314	0	35	2	11	311
1	107	0	833800	550	magic_xunzhang11	4:15458|5:38623	0	35	2	11	311
1	108	0	881800	553	magic_xunzhang11	4:15982|5:39932	0	35	2	11	311
1	109	|#a54bfa|噩梦印记	929800	556	magic_xunzhang11	4:16506|5:41241	0	35	2	11	311
1	110	0	1184200	559	magic_xunzhang11	4:17030|5:42550	0	35	2	11	311
1	111	|#a54bfa|圣妖印记	1238000	562	magic_xunzhang12	4:17728|5:44295	0	35	2	12	312
1	112	0	1306800	565	magic_xunzhang12	4:18426|5:46040	127	35	2	12	312
1	113	0	1394900	568	magic_xunzhang12	4:19124|5:47785	0	35	2	12	312
1	114	0	1507600	571	magic_xunzhang12	4:19822|5:49530	0	35	2	12	312
1	115	|#a54bfa|圣妖印记	1651900	574	magic_xunzhang12	4:20520|5:51275	0	35	2	12	312
1	116	0	1836600	577	magic_xunzhang12	4:21218|5:53020	0	35	2	12	312
1	117	0	2073100	580	magic_xunzhang12	4:21916|5:54765	0	35	2	12	312
1	118	0	2375700	583	magic_xunzhang12	4:22614|5:56510	0	35	2	12	312
1	119	0	2763100	586	magic_xunzhang12	4:23312|5:58255	0	35	2	12	312
1	120	|#a54bfa|圣妖印记	-1	700	magic_xunzhang12	4:24010|5:60000	127	35	2	12	312
2	0	0	0	52	magic_fuwen1	1:0|4:0|5:0|34:0	0	35	2	1	401
2	1	0	30000	57	magic_fuwen1	4:16|5:40|1:1500|34:10	0	35	2	1	401
2	2	0	32000	62	magic_fuwen1	4:33|5:81|1:3000|34:10	0	35	2	1	401
2	3	0	34000	67	magic_fuwen1	4:49|5:121|1:4500|34:10	0	35	2	1	401
2	4	0	36000	72	magic_fuwen1	4:66|5:162|1:6000|34:10	0	35	2	1	401
2	5	|#a54bfa|不屈符文	38000	77	magic_fuwen1	4:82|5:202|1:7500|34:11	0	35	2	1	401
2	6	0	40000	82	magic_fuwen1	4:99|5:243|1:9000|34:11	0	35	2	1	401
2	7	0	42000	87	magic_fuwen1	4:115|5:283|1:10500|34:11	0	35	2	1	401
2	8	0	44000	92	magic_fuwen1	4:132|5:324|1:12000|34:11	0	35	2	1	401
2	9	|#a54bfa|不屈符文	46000	97	magic_fuwen1	4:148|5:364|1:13500|34:12	0	35	2	1	401
2	10	0	48000	102	magic_fuwen1	4:165|5:405|1:15000|34:12	0	35	2	1	401
2	11	|#a54bfa|黄铜符文	54000	107	magic_fuwen2	4:198|5:487|1:19500|34:13	127	35	2	2	402
2	12	0	60000	112	magic_fuwen2	4:231|5:570|1:24000|34:13	0	35	2	2	402
2	13	0	66000	117	magic_fuwen2	4:264|5:652|1:28500|34:13	0	35	2	2	402
2	14	0	72000	122	magic_fuwen2	4:297|5:735|1:33000|34:13	0	35	2	2	402
2	15	|#a54bfa|黄铜符文	78000	127	magic_fuwen2	4:330|5:817|1:37500|34:14	0	35	2	2	402
2	16	0	84000	132	magic_fuwen2	4:363|5:900|1:42000|34:14	0	35	2	2	402
2	17	0	90000	137	magic_fuwen2	4:396|5:982|1:46500|34:14	0	35	2	2	402
2	18	0	96000	142	magic_fuwen2	4:429|5:1065|1:51000|34:14	0	35	2	2	402
2	19	|#a54bfa|黄铜符文	102000	147	magic_fuwen2	4:462|5:1147|1:55500|34:15	0	35	2	2	402
2	20	0	108000	152	magic_fuwen2	4:495|5:1230|1:60000|34:15	0	35	2	2	402
2	21	|#a54bfa|白银符文	129000	157	magic_fuwen3	4:544|5:1353|1:66000|34:16	127	35	2	3	403
2	22	0	150000	162	magic_fuwen3	4:594|5:1476|1:72000|34:16	0	35	2	3	403
2	23	0	171000	167	magic_fuwen3	4:643|5:1599|1:78000|34:16	0	35	2	3	403
2	24	0	192000	172	magic_fuwen3	4:693|5:1722|1:84000|34:16	0	35	2	3	403
2	25	|#a54bfa|白银符文	213000	177	magic_fuwen3	4:742|5:1845|1:90000|34:17	0	35	2	3	403
2	26	0	234000	182	magic_fuwen3	4:792|5:1968|1:96000|34:17	0	35	2	3	403
2	27	0	255000	187	magic_fuwen3	4:841|5:2091|1:102000|34:17	0	35	2	3	403
2	28	0	276000	192	magic_fuwen3	4:891|5:2214|1:108000|34:17	0	35	2	3	403
2	29	|#a54bfa|白银符文	297000	197	magic_fuwen3	4:940|5:2337|1:114000|34:18	0	35	2	3	403
2	30	0	318000	202	magic_fuwen3	4:990|5:2460|1:120000|34:18	0	35	2	3	403
2	31	|#a54bfa|双翼符文	344000	207	magic_fuwen4	4:1056|5:2623|1:127500|34:19	127	35	2	4	404
2	32	0	370000	212	magic_fuwen4	4:1122|5:2787|1:135000|34:19	0	35	2	4	404
2	33	0	396000	217	magic_fuwen4	4:1188|5:2950|1:142500|34:19	0	35	2	4	404
2	34	0	422000	222	magic_fuwen4	4:1254|5:3114|1:150000|34:19	0	35	2	4	404
2	35	|#a54bfa|双翼符文	448000	227	magic_fuwen4	4:1320|5:3277|1:157500|34:20	0	35	2	4	404
2	36	0	474000	232	magic_fuwen4	4:1386|5:3441|1:165000|34:20	0	35	2	4	404
2	37	0	500000	237	magic_fuwen4	4:1452|5:3604|1:172500|34:20	0	35	2	4	404
2	38	0	526000	242	magic_fuwen4	4:1518|5:3768|1:180000|34:20	0	35	2	4	404
2	39	|#a54bfa|双翼符文	552000	247	magic_fuwen4	4:1584|5:3931|1:187500|34:21	0	35	2	4	404
2	40	0	578000	252	magic_fuwen4	4:1650|5:4095|1:195000|34:21	0	35	2	4	404
2	41	|#a54bfa|碧血符文	614000	257	magic_fuwen5	4:1747|5:4341|1:207000|34:22	127	35	2	5	405
2	42	0	650000	262	magic_fuwen5	4:1845|5:4587|1:219000|34:22	0	35	2	5	405
2	43	0	686000	267	magic_fuwen5	4:1942|5:4833|1:231000|34:23	0	35	2	5	405
2	44	0	722000	272	magic_fuwen5	4:2040|5:5079|1:243000|34:24	0	35	2	5	405
2	45	|#a54bfa|碧血符文	758000	277	magic_fuwen5	4:2137|5:5325|1:255000|34:25	0	35	2	5	405
2	46	0	794000	282	magic_fuwen5	4:2235|5:5571|1:267000|34:26	0	35	2	5	405
2	47	0	830000	287	magic_fuwen5	4:2332|5:5817|1:279000|34:27	0	35	2	5	405
2	48	0	866000	292	magic_fuwen5	4:2430|5:6063|1:291000|34:28	0	35	2	5	405
2	49	|#a54bfa|碧血符文	902000	297	magic_fuwen5	4:2527|5:6309|1:303000|34:29	0	35	2	5	405
2	50	0	938000	302	magic_fuwen5	4:2625|5:6555|1:315000|34:30	0	35	2	5	405
2	51	|#a54bfa|紫金符文	984000	307	magic_fuwen6	4:2755|5:6882|1:331500|34:31	127	35	2	6	406
2	52	0	1030000	312	magic_fuwen6	4:2886|5:7209|1:348000|34:32	0	35	2	6	406
2	53	0	1076000	317	magic_fuwen6	4:3016|5:7536|1:364500|34:33	0	35	2	6	406
2	54	0	1122000	322	magic_fuwen6	4:3147|5:7863|1:381000|34:34	0	35	2	6	406
2	55	|#a54bfa|紫金符文	1168000	327	magic_fuwen6	4:3277|5:8190|1:397500|34:35	0	35	2	6	406
2	56	0	1214000	332	magic_fuwen6	4:3408|5:8517|1:414000|34:36	0	35	2	6	406
2	57	0	1260000	337	magic_fuwen6	4:3538|5:8844|1:430500|34:37	0	35	2	6	406
2	58	0	1306000	342	magic_fuwen6	4:3669|5:9171|1:447000|34:38	0	35	2	6	406
2	59	|#a54bfa|紫金符文	1352000	347	magic_fuwen6	4:3799|5:9498|1:463500|34:39	0	35	2	6	406
2	60	0	1398000	352	magic_fuwen6	4:3930|5:9825|1:480000|34:40	0	35	2	6	406
2	61	|#a54bfa|不灭符文	1454000	357	magic_fuwen7	4:4126|5:10315|1:504000|34:41	127	35	2	7	407
2	62	0	1510000	362	magic_fuwen7	4:4323|5:10806|1:528000|34:42	0	35	2	7	407
2	63	0	1566000	367	magic_fuwen7	4:4519|5:11296|1:552000|34:43	0	35	2	7	407
2	64	0	1622000	372	magic_fuwen7	4:4716|5:11787|1:576000|34:44	0	35	2	7	407
2	65	|#a54bfa|不灭符文	1678000	377	magic_fuwen7	4:4912|5:12277|1:600000|34:45	0	35	2	7	407
2	66	0	1734000	382	magic_fuwen7	4:5109|5:12768|1:624000|34:46	0	35	2	7	407
2	67	0	1790000	387	magic_fuwen7	4:5305|5:13258|1:648000|34:47	0	35	2	7	407
2	68	0	1846000	392	magic_fuwen7	4:5502|5:13749|1:672000|34:48	0	35	2	7	407
2	69	|#a54bfa|不灭符文	1902000	397	magic_fuwen7	4:5698|5:14239|1:696000|34:49	0	35	2	7	407
2	70	0	1958000	402	magic_fuwen7	4:5895|5:14730|1:720000|34:50	0	35	2	7	407
2	71	|#a54bfa|无上符文	2024000	407	magic_fuwen8	4:6157|5:15384|1:753000|34:51	127	35	2	8	408
2	72	0	2090000	412	magic_fuwen8	4:6420|5:16038|1:786000|34:52	0	35	2	8	408
2	73	0	2156000	417	magic_fuwen8	4:6682|5:16692|1:819000|34:53	0	35	2	8	408
2	74	0	2222000	422	magic_fuwen8	4:6945|5:17346|1:852000|34:54	0	35	2	8	408
2	75	|#a54bfa|无上符文	2288000	427	magic_fuwen8	4:7207|5:18000|1:885000|34:55	0	35	2	8	408
2	76	0	2354000	432	magic_fuwen8	4:7470|5:18654|1:918000|34:56	0	35	2	8	408
