INT	INT	STRING
299	10	26002:200|26003:200|26004:200|26005:200|26006:200|26007:200|26008:300|26009:500|26010:500|26011:500|26012:500|26013:500|26014:500|26015:500|26016:500|26017:300|26018:300|26019:300|26020:300|26021:300|26022:300|26023:300|26024:300|26025:300|26026:300|26027:300|26028:300|26029:300|26030:300|26031:300
299	11	26002:200|26003:200|26004:200|26005:200|26006:200|26007:200|26008:300|26009:500|26010:500|26011:500|26012:500|26013:500|26014:500|26015:500|26016:500|26017:300|26018:300|26019:300|26020:300|26021:300|26022:300|26023:300|26024:300|26025:300|26026:300|26027:300|26028:300|26029:300|26030:300|26031:300
299	12	26002:200|26003:200|26004:200|26005:200|26006:200|26007:200|26008:300|26009:500|26010:500|26011:500|26012:500|26013:500|26014:500|26015:500|26016:500|26017:300|26018:300|26019:300|26020:300|26021:300|26022:300|26023:300|26024:300|26025:300|26026:300|26027:300|26028:300|26029:300|26030:300|26031:300
299	13	26002:200|26003:200|26004:200|26005:200|26006:200|26007:200|26008:300|26009:500|26010:500|26011:500|26012:500|26013:500|26014:500|26015:500|26016:500|26017:300|26018:300|26019:300|26020:300|26021:300|26022:300|26023:300|26024:300|26025:300|26026:300|26027:300|26028:300|26029:300|26030:300|26031:300
299	14	26002:200|26003:200|26004:200|26005:200|26006:200|26007:200|26008:300|26009:500|26010:500|26011:500|26012:500|26013:500|26014:500|26015:500|26016:500|26017:300|26018:300|26019:300|26020:300|26021:300|26022:300|26023:300|26024:300|26025:300|26026:300|26027:300|26028:300|26029:300|26030:300|26031:300
299	15	26031:10000
399	1	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	2	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	3	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	4	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	5	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	6	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	7	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	8	26032:200|26033:200|26034:400|26035:400|26036:400|26037:400|26038:400|26039:700|26040:700|26041:700|26042:700|26043:700|26044:700|26045:700|26046:700|26047:130|26048:130|26049:130|26050:130|26051:130|26052:130|26053:150|26054:150|26055:140|26056:130|26057:130|26058:130|26059:130|26060:130|26061:130
399	9	26032:200|26033:200|26034:200|26035:200|26036:200|26037:200|26038:300|26039:500|26040:500|26041:500|26042:500|26043:500|26044:500|26045:500|26046:500|26047:300|26048:300|26049:300|26050:300|26051:300|26052:300|26053:300|26054:300|26055:300|26056:300|26057:300|26058:300|26059:300|26060:300|26061:300
399	10	26032:200|26033:200|26034:200|26035:200|26036:200|26037:200|26038:300|26039:500|26040:500|26041:500|26042:500|26043:500|26044:500|26045:500|26046:500|26047:300|26048:300|26049:300|26050:300|26051:300|26052:300|26053:300|26054:300|26055:300|26056:300|26057:300|26058:300|26059:300|26060:300|26061:300
399	11	26032:200|26033:200|26034:200|26035:200|26036:200|26037:200|26038:300|26039:500|26040:500|26041:500|26042:500|26043:500|26044:500|26045:500|26046:500|26047:300|26048:300|26049:300|26050:300|26051:300|26052:300|26053:300|26054:300|26055:300|26056:300|26057:300|26058:300|26059:300|26060:300|26061:300
399	12	26032:200|26033:200|26034:200|26035:200|26036:200|26037:200|26038:300|26039:500|26040:500|26041:500|26042:500|26043:500|26044:500|26045:500|26046:500|26047:300|26048:300|26049:300|26050:300|26051:300|26052:300|26053:300|26054:300|26055:300|26056:300|26057:300|26058:300|26059:300|26060:300|26061:300
399	13	26032:200|26033:200|26034:200|26035:200|26036:200|26037:200|26038:300|26039:500|26040:500|26041:500|26042:500|26043:500|26044:500|26045:500|26046:500|26047:300|26048:300|26049:300|26050:300|26051:300|26052:300|26053:300|26054:300|26055:300|26056:300|26057:300|26058:300|26059:300|26060:300|26061:300
399	14	26032:200|26033:200|26034:200|26035:200|26036:200|26037:200|26038:300|26039:500|26040:500|26041:500|26042:500|26043:500|26044:500|26045:500|26046:500|26047:300|26048:300|26049:300|26050:300|26051:300|26052:300|26053:300|26054:300|26055:300|26056:300|26057:300|26058:300|26059:300|26060:300|26061:300
399	15	26061:10000
499	1	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	2	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	3	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	4	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	5	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	6	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	7	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	8	26062:200|26063:200|26064:400|26065:400|26066:400|26067:400|26068:400|26069:700|26070:700|26071:700|26072:700|26073:700|26074:700|26075:700|26076:700|26077:130|26078:130|26079:130|26080:130|26081:130|26082:130|26083:150|26084:150|26085:140|26086:130|26087:130|26088:130|26089:130|26090:130|26091:130
499	9	26062:200|26063:200|26064:200|26065:200|26066:200|26067:200|26068:300|26069:500|26070:500|26071:500|26072:500|26073:500|26074:500|26075:500|26076:500|26077:300|26078:300|26079:300|26080:300|26081:300|26082:300|26083:300|26084:300|26085:300|26086:300|26087:300|26088:300|26089:300|26090:300|26091:300
499	10	26062:200|26063:200|26064:200|26065:200|26066:200|26067:200|26068:300|26069:500|26070:500|26071:500|26072:500|26073:500|26074:500|26075:500|26076:500|26077:300|26078:300|26079:300|26080:300|26081:300|26082:300|26083:300|26084:300|26085:300|26086:300|26087:300|26088:300|26089:300|26090:300|26091:300
499	11	26062:200|26063:200|26064:200|26065:200|26066:200|26067:200|26068:300|26069:500|26070:500|26071:500|26072:500|26073:500|26074:500|26075:500|26076:500|26077:300|26078:300|26079:300|26080:300|26081:300|26082:300|26083:300|26084:300|26085:300|26086:300|26087:300|26088:300|26089:300|26090:300|26091:300
499	12	26062:200|26063:200|26064:200|26065:200|26066:200|26067:200|26068:300|26069:500|26070:500|26071:500|26072:500|26073:500|26074:500|26075:500|26076:500|26077:300|26078:300|26079:300|26080:300|26081:300|26082:300|26083:300|26084:300|26085:300|26086:300|26087:300|26088:300|26089:300|26090:300|26091:300
499	13	26062:200|26063:200|26064:200|26065:200|26066:200|26067:200|26068:300|26069:500|26070:500|26071:500|26072:500|26073:500|26074:500|26075:500|26076:500|26077:300|26078:300|26079:300|26080:300|26081:300|26082:300|26083:300|26084:300|26085:300|26086:300|26087:300|26088:300|26089:300|26090:300|26091:300
499	14	26062:200|26063:200|26064:200|26065:200|26066:200|26067:200|26068:300|26069:500|26070:500|26071:500|26072:500|26073:500|26074:500|26075:500|26076:500|26077:300|26078:300|26079:300|26080:300|26081:300|26082:300|26083:300|26084:300|26085:300|26086:300|26087:300|26088:300|26089:300|26090:300|26091:300
499	15	26091:10000
599	1	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	2	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	3	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	4	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	5	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	6	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	7	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	8	26092:200|26093:200|26094:400|26095:400|26096:400|26097:400|26098:400|26099:700|26100:700|26101:700|26102:700|26103:700|26104:700|26105:700|26106:700|26107:200|26108:200|26109:200|26110:300|26111:300|26112:200|26113:200|26114:200|26115:200
599	9	26092:200|26093:200|26094:200|26095:200|26096:200|26097:200|26098:300|26099:500|26100:500|26101:500|26102:500|26103:500|26104:500|26105:500|26106:500|26107:500|26108:500|26109:500|26110:500|26111:500|26112:500|26113:500|26114:500|26115:500
599	10	26092:200|26093:200|26094:200|26095:200|26096:200|26097:200|26098:300|26099:500|26100:500|26101:500|26102:500|26103:500|26104:500|26105:500|26106:500|26107:500|26108:500|26109:500|26110:500|26111:500|26112:500|26113:500|26114:500|26115:500
599	11	26092:200|26093:200|26094:200|26095:200|26096:200|26097:200|26098:300|26099:500|26100:500|26101:500|26102:500|26103:500|26104:500|26105:500|26106:500|26107:500|26108:500|26109:500|26110:500|26111:500|26112:500|26113:500|26114:500|26115:500
599	12	26092:200|26093:200|26094:200|26095:200|26096:200|26097:200|26098:300|26099:500|26100:500|26101:500|26102:500|26103:500|26104:500|26105:500|26106:500|26107:500|26108:500|26109:500|26110:500|26111:500|26112:500|26113:500|26114:500|26115:500
599	13	26092:200|26093:200|26094:200|26095:200|26096:200|26097:200|26098:300|26099:500|26100:500|26101:500|26102:500|26103:500|26104:500|26105:500|26106:500|26107:500|26108:500|26109:500|26110:500|26111:500|26112:500|26113:500|26114:500|26115:500
599	14	26092:200|26093:200|26094:200|26095:200|26096:200|26097:200|26098:300|26099:500|26100:500|26101:500|26102:500|26103:500|26104:500|26105:500|26106:500|26107:500|26108:500|26109:500|26110:500|26111:500|26112:500|26113:500|26114:500|26115:500
599	15	26115:10000
9999	1	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	2	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	3	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	4	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	5	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	6	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	7	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	8	26116:200|26117:200|26118:400|26119:400|26120:400|26121:400|26122:400|26123:700|26124:700|26125:700|26126:700|26127:700|26128:700|26129:700|26130:700|26131:300|26132:300|26133:400|26134:400|26135:300|26136:300
9999	9	26116:200|26117:200|26118:200|26119:200|26120:200|26121:200|26122:300|26123:500|26124:500|26125:500|26126:500|26127:500|26128:500|26129:500|26130:500|26131:800|26132:800|26133:800|26134:700|26135:700|26136:700
9999	10	26116:200|26117:200|26118:200|26119:200|26120:200|26121:200|26122:300|26123:500|26124:500|26125:500|26126:500|26127:500|26128:500|26129:500|26130:500|26131:800|26132:800|26133:800|26134:700|26135:700|26136:700
9999	11	26116:200|26117:200|26118:200|26119:200|26120:200|26121:200|26122:300|26123:500|26124:500|26125:500|26126:500|26127:500|26128:500|26129:500|26130:500|26131:800|26132:800|26133:800|26134:700|26135:700|26136:700
9999	12	26116:200|26117:200|26118:200|26119:200|26120:200|26121:200|26122:300|26123:500|26124:500|26125:500|26126:500|26127:500|26128:500|26129:500|26130:500|26131:800|26132:800|26133:800|26134:700|26135:700|26136:700
9999	13	26116:200|26117:200|26118:200|26119:200|26120:200|26121:200|26122:300|26123:500|26124:500|26125:500|26126:500|26127:500|26128:500|26129:500|26130:500|26131:800|26132:800|26133:800|26134:700|26135:700|26136:700
9999	14	26116:200|26117:200|26118:200|26119:200|26120:200|26121:200|26122:300|26123:500|26124:500|26125:500|26126:500|26127:500|26128:500|26129:500|26130:500|26131:800|26132:800|26133:800|26134:700|26135:700|26136:700
9999	15	26136:10000
