INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
id	item_id	item_type	ItemBind	LimitType	is_limit	LimitStartTime	LimitEndTime	OriginalCost	cost_value	ShopType	ShopIndex	Label	cost_type	Limit	LimitJob	GongGao	OpenServerDay
1076	5107	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	61	0	1	0	0	-1	0	
1077	5108	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	62	0	1	0	0	-1	0	
1078	5109	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	63	0	1	0	0	-1	0	
1079	5110	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	65	0	1	0	0	-1	0	
1080	5111	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	67	0	1	0	0	-1	0	
1081	5112	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	68	0	1	0	0	-1	0	
1082	503	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	69	0	1	0	0	-1	0	
1083	506	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	70	0	1	0	0	-1	0	
1084	726	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	71	0	1	0	0	-1	0	
1085	727	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	150	150	1	72	0	1	0	0	-1	0	
1090	757	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	77	0	1	0	0	-1	0	
1092	759	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	79	0	1	0	0	-1	0	
1095	784	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	82	0	1	0	0	-1	0	
1096	787	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	83	0	1	0	0	-1	0	
1097	791	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	84	0	1	0	0	-1	0	
1098	798	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	500	1	85	0	1	0	0	-1	0	
1099	938	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	86	0	1	0	0	-1	0	
1100	939	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	87	0	1	0	0	-1	0	
1101	940	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	88	0	1	0	0	-1	0	
1102	941	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	89	0	1	0	0	-1	0	
1103	942	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	90	0	1	0	0	-1	0	
1104	943	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	91	0	1	0	0	-1	0
1105	944	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	92	0	1	0	0	-1	0
1106	946	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	93	0	1	0	0	-1	0
1108	5306	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	988800	1	95	0	1	0	0	-1	0	
1109	5308	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	988800	1	96	0	1	0	0	-1	0	
1111	5306	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	988800	1	98	0	1	0	0	-1	0	
1112	7081	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	500	1	99	0	1	0	0	-1	0	
1113	751	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	500	1	100	0	1	0	0	-1	0	
1114	727	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	101	0	1	0	0	-1	0	
1116	726	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	103	0	1	0	0	-1	0	
1117	597	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	104	0	1	0	0	-1	0	
1118	964	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	1	105	0	1	0	0	-1	0	
1119	5125	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	106	0	1	0	0	-1	0	
1120	5137	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000000	888888	1	107	0	1	0	0	-1	0	
1121	797	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	1	108	0	1	0	0	-1	0	
1122	931	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	200	1	108	0	1	0	0	-1	0	
1123	758	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	150	150	1	108	0	1	0	0	-1	0	
2001	567	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	1	0	2	0	0	-1	0	
2002	568	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	300	2	2	0	2	0	0	-1	0	
2003	570	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	2000	1000	2	3	0	2	0	0	-1	0	
2004	575	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	20	2	4	0	2	0	0	-1	0	
2005	572	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	50	2	5	0	2	0	0	-1	0	
2009	703	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	100	2	6	0	2	0	0	-1	0	
2010	710	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	500	2	7	0	2	0	0	-1	0	
2011	718	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	8	0	2	0	0	-1	0	
2012	719	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	200	2	9	0	2	0	0	-1	0	
2013	720	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	500	2	10	0	2	0	0	-1	0	
2014	721	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	11	0	2	0	0	-1	0	
2015	759	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	200	2	12	0	2	0	0	-1	0	
2017	792	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	13	0	2	0	0	-1	99999	
2018	507	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	2	14	0	2	0	0	-1	0	
2019	508	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	2	15	0	2	0	0	-1	0	
2020	509	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	2	16	0	2	0	0	-1	0	
2021	510	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	2	17	0	2	0	0	-1	0	
2022	511	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	2	18	0	2	0	0	-1	0	
2023	512	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	2	19	0	2	0	0	-1	0	
2024	599	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	2000	1000	2	20	0	2	0	0	-1	0	
2025	18	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	21	0	2	0	0	-1	0	
2026	158	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	2	22	0	2	0	0	-1	0	
2027	564	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	50	2	23	0	2	0	0	-1	0	
2028	16	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	24	0	2	0	0	-1	0	
2029	601	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	20	2	25	0	2	0	0	-1	0	
2030	638	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	200	2	26	0	2	0	0	-1	0	
2031	635	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	2	27	0	2	0	0	-1	0	
2032	636	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	500	2	28	0	2	0	0	-1	0	
2033	637	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	2	29	0	2	0	0	-1	0	
2034	619	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	220	2	30	0	2	0	0	-1	0	
2035	620	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	220	2	31	0	2	0	0	-1	0	
2036	621	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	220	2	32	0	2	0	0	-1	0	
2037	623	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	300	2	33	0	2	0	0	-1	0	
2038	624	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	300	2	34	0	2	0	0	-1	0	
2039	625	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	300	2	35	0	2	0	0	-1	0	
2040	627	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	450	2	36	0	2	0	0	-1	0	
2041	628	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	450	2	37	0	2	0	0	-1	0	
2042	629	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	450	2	38	0	2	0	0	-1	0	
2043	631	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	600	2	39	0	2	0	0	-1	0	
2044	632	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	600	2	40	0	2	0	0	-1	0	
2045	633	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	600	2	41	0	2	0	0	-1	0	
2046	704	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	80	40	2	42	0	2	0	0	-1	0	
2047	705	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	2	43	0	2	0	0	-1	0	
2048	706	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	2	44	0	2	0	0	-1	0	
2049	707	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	80	40	2	45	0	2	0	0	-1	0	
2050	708	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	2	46	0	2	0	0	-1	0	
2051	709	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	2	47	0	2	0	0	-1	0	
2052	8003	3	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	2	48	0	2	0	0	-1	0	
2053	8103	3	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	2	49	0	2	0	0	-1	0	
2054	8203	3	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	2	50	0	2	0	0	-1	0	
2055	8006	3	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	3000	2	51	0	2	0	0	-1	0	
2056	8106	3	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	3000	2	52	0	2	0	0	-1	0	
2057	8206	3	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	3000	2	53	0	2	0	0	-1	0	
2058	731	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	30	15	2	54	0	2	0	0	-1	0	
2059	732	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	30	15	2	55	0	2	0	0	-1	0	
2060	733	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	150	2	56	0	2	0	0	-1	0	
2061	734	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	500	2	57	0	2	0	0	-1	0	
2062	758	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	58	0	2	0	0	-1	0	
2063	769	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	50	2	59	0	2	0	0	-1	0	
2064	9901	11	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	2	60	0	2	0	0	-1	0	
2065	9902	11	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	2	61	0	2	0	0	-1	0	
2066	9903	11	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	2	62	0	2	0	0	-1	0	
2067	793	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	2	63	0	2	0	0	-1	99999	
2068	794	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	2	64	0	2	0	0	-1	99999	
2069	795	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	2	65	0	2	0	0	-1	99999	
2070	798	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	500	2	66	0	2	0	0	-1	99999	
2071	931	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	67	0	2	0	0	-1	0	
2072	937	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	2	68	0	2	0	0	-1	99999	
2073	947	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	20	10	2	69	0	2	0	0	-1	99999	
2074	776	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	200	2	70	0	2	0	0	-1	0	
2075	952	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	20	10	2	71	0	2	0	0	-1	0	
2078	647	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	30	2	72	0	2	0	0	-1	0	
3000	507	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	3	1	0	1	0	0	-1	0	
3001	508	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	3	2	0	1	0	0	-1	0	
3002	509	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	3	3	0	1	0	0	-1	0	
3003	510	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	3	4	0	1	0	0	-1	0	
3004	511	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	3	5	0	1	0	0	-1	0	
3005	512	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	3	6	0	1	0	0	-1	0	
3006	599	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	2000	1000	3	13	0	1	0	0	-1	0	
3007	18	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	3	14	0	1	0	0	-1	0	
3008	158	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	3	15	0	1	0	0	-1	0	
3009	564	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	50	3	16	0	1	0	0	-1	0	
3010	16	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	3	17	0	1	0	0	-1	0	
3011	601	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	50	20	3	18	0	1	0	0	-1	0	
3012	638	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	200	3	23	0	1	0	0	-1	0	
3014	635	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	3	20	0	1	0	0	-1	0	
3015	636	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	500	500	3	21	0	1	0	0	-1	0	
3016	637	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	3	22	0	1	0	0	-1	0	
3017	619	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	220	3	27	0	1	0	0	-1	0	
3018	620	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	220	3	28	0	1	0	0	-1	0	
3019	621	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	220	3	29	0	1	0	0	-1	0	
3020	623	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	300	3	30	0	1	0	0	-1	0	
3021	624	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	300	3	31	0	1	0	0	-1	0	
3022	625	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	400	300	3	32	0	1	0	0	-1	0	
3023	627	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	450	3	33	0	1	0	0	-1	0	
3024	628	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	450	3	34	0	1	0	0	-1	0	
3025	629	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	600	450	3	35	0	1	0	0	-1	0	
3026	631	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	600	3	36	0	1	0	0	-1	0	
3027	632	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	600	3	37	0	1	0	0	-1	0	
3028	633	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	600	3	38	0	1	0	0	-1	0	
3029	410	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	2000	1000	3	26	0	1	0	0	-1	0	
3030	704	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	80	40	3	45	0	1	0	0	-1	0	
3031	705	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	3	46	0	1	0	0	-1	0	
3032	706	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	3	47	0	1	0	0	-1	0	
3033	707	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	80	40	3	48	0	1	0	0	-1	0	
3034	708	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	3	49	0	1	0	0	-1	0	
3035	709	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	40	20	3	50	0	1	0	0	-1	0	
3036	8003	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	3	39	0	1	0	0	-1	0	
3037	8103	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	3	40	0	1	0	0	-1	0	
3038	8203	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	800	400	3	41	0	1	0	0	-1	0	
3039	8006	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	3000	3	42	0	1	0	0	-1	0	
3040	8106	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	3000	3	43	0	1	0	0	-1	0	
3041	8206	3	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	6400	3000	3	44	0	1	0	0	-1	0	
3042	731	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	30	15	3	51	0	1	0	0	-1	0	
3043	732	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	30	15	3	52	0	1	0	0	-1	0	
3044	733	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	300	150	3	53	0	1	0	0	-1	0	
3045	734	1	1	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	500	3	54	0	1	0	0	-1	0	
3046	758	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	200	100	3	55	0	1	0	0	-1	0	
3047	769	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	50	3	19	0	1	0	0	-1	0	
3048	9901	11	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	3	7	0	1	0	0	-1	0	
3049	9902	11	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	3	8	0	1	0	0	-1	0	
3050	9903	11	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	3	9	0	1	0	0	-1	0	
3051	793	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	100	100	3	10	0	1	0	0	-1	99999	
3052	794	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	1000	1000	3	11	0	1	0	0	-1	99999	
3053	795	1	0	0	0	0000-00-00 00:00:00	0000-00-00 00:00:00	10000	9888	3	12	0	1	0	0	-1	99999	
