INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
9996	20015	16380	0	1439	1	0	0	0	0	0	0	0	0
9996	20016	10000	0	1439	1	0	0	0	0	0	0	0	0
9996	21001	30000	0	1439	1	0	0	0	0	0	0	0	0
9996	21002	30000	0	1439	1	0	0	0	0	0	0	0	0
9996	21003	30000	0	1439	1	0	0	0	0	0	0	0	0
9996	21004	80000	0	1439	1	0	0	0	0	0	0	0	0
9996	21005	70000	0	1439	1	0	0	0	0	0	0	0	0
9996	21006	60000	0	1439	1	0	0	0	0	0	0	0	0
9996	21007	20000	0	1439	1	0	0	0	0	0	0	0	0
9996	21008	10000	0	1439	1	0	0	0	0	0	0	0	0
9996	21009	10000	0	1439	1	0	0	0	0	0	0	0	0
9996	21010	10000	0	1439	1	0	0	0	0	0	0	0	0
9997	1005	340000	0	1439	1	0	0	0	0	0	0	0	0
9997	1006	68000	0	1439	1	0	0	0	0	0	0	0	0
9997	1007	13600	0	1439	1	0	0	0	0	0	0	0	0
9997	1008	1360	0	1439	1	0	0	0	0	0	0	0	0
9997	1010	1000000	0	1439	2	0	0	0	0	0	0	0	0
9997	1010	400000	0	1439	2	0	0	0	0	0	0	0	0
9997	1027	135000	0	1439	1	0	0	0	0	0	0	0	0
9997	3	1000000	0	1439	30	0	0	0	0	0	0	0	0
9997	4	1000000	0	1439	2	0	0	0	0	0	0	0	0
9997	5	1000000	0	1439	2	0	0	0	0	0	0	0	0
9997	6	200000	0	1439	2	0	0	0	0	0	0	0	0
9997	7	100000	0	1439	2	0	0	0	0	0	0	0	0
9997	102	500000	0	1439	2	0	0	0	0	0	0	0	0
9997	103	200000	0	1439	2	0	0	0	0	0	0	0	0
9997	104	100000	0	1439	2	0	0	0	0	0	0	0	0
9997	22001	20000	0	1439	1	0	0	0	0	0	0	0	0
9997	20016	2000000	0	1439	2	0	0	0	0	0	0	0	0
9997	20017	1500000	0	1439	2	0	0	0	0	0	0	0	0
9997	20018	1000000	0	1439	1	0	0	0	0	0	0	0	0
9997	20019	750000	0	1439	1	0	0	0	0	0	0	0	0
9997	20020	250000	0	1439	1	0	0	0	0	0	0	0	0
9997	20021	100000	0	1439	1	0	0	0	0	0	0	0	0
9997	20022	80000	0	1439	1	0	0	0	0	0	0	0	0
9997	20023	64000	0	1439	1	0	0	0	0	0	0	0	0
9997	20024	51200	0	1439	1	0	0	0	0	0	0	0	0
9997	20025	40950	0	1439	1	0	0	0	0	0	0	0	0
9997	20026	16363	0	1439	1	0	0	0	0	0	0	0	0
9997	20027	13090	0	1439	1	0	0	0	0	0	0	0	0
9997	20028	10472	0	1439	1	0	0	0	0	0	0	0	0
9997	20029	8345	0	1439	1	0	0	0	0	0	0	0	0
9997	20030	6667	0	1439	1	0	0	0	0	0	0	0	0
9997	20031	4090	0	1439	1	0	0	0	0	0	0	0	0
9997	20032	3272	0	1439	1	0	0	0	0	0	0	0	0
9997	20033	967	0	1439	1	0	0	0	0	0	0	0	0
9997	20034	579	0	1439	1	0	0	0	0	0	0	0	0
9997	20035	340	0	1439	1	0	0	0	0	0	0	0	0
9997	20036	197	0	1439	1	0	0	0	0	0	0	0	0
9997	20037	142	0	1439	1	0	0	0	0	0	0	0	0
9997	20038	0	0	1439	1	0	0	0	0	0	0	0	0
9997	21011	50000	0	1439	1	0	0	0	0	0	0	0	0
9997	21012	40200	0	1439	1	0	0	0	0	0	0	0	0
9997	21013	26800	0	1439	1	0	0	0	0	0	0	0	0
9997	21014	20100	0	1439	1	0	0	0	0	0	0	0	0
9997	21015	6690	0	1439	1	0	0	0	0	0	0	0	0
9997	21016	5350	0	1439	1	0	0	0	0	0	0	0	0
9997	21017	4280	0	1439	1	0	0	0	0	0	0	0	0
9997	21018	3420	0	1439	1	0	0	0	0	0	0	0	0
9997	21019	2740	0	1439	1	0	0	0	0	0	0	0	0
9997	21020	1981	0	1439	1	0	0	0	0	0	0	0	0
9997	21021	1022	0	1439	1	0	0	0	0	0	0	0	0
9997	21022	613	0	1439	1	0	0	0	0	0	0	0	0
9997	21023	367	0	1439	1	0	0	0	0	0	0	0	0
9997	21024	183	0	1439	1	0	0	0	0	0	0	0	0
9997	21025	91	0	1439	1	0	0	0	0	0	0	0	0
9997	21026	0	0	1439	1	0	0	0	0	0	0	0	0
9997	21027	0	0	1439	1	0	0	0	0	0	0	0	0
9997	21028	0	0	1439	1	0	0	0	0	0	0	0	0
9997	21029	0	0	1439	1	0	0	0	0	0	0	0	0
9997	21030	0	0	1439	1	0	0	0	0	0	0	0	0
9997	23007	16900	0	1439	1	0	0	0	0	0	0	0	0
9997	23008	16900	0	1439	1	0	0	0	0	0	0	0	0
9997	23009	16900	0	1439	1	0	0	0	0	0	0	0	0
9997	23010	16900	0	1439	1	0	0	0	0	0	0	0	0
9997	23011	16900	0	1439	1	0	0	0	0	0	0	0	0
9997	23012	16900	0	1439	1	0	0	0	0	0	0	0	0
9998	5	1000000	0	1439	30	0	0	0	0	0	0	0	0
9998	1010	1000000	0	1439	3	0	0	0	0	0	0	0	0
9998	1005	125000	0	1439	1	0	0	0	0	0	0	0	0
9998	1012	1000000	0	1439	1	0	0	0	0	0	0	0	0
9998	1006	8000	0	1439	1	0	0	0	0	0	0	0	0
9998	1007	1000	0	1439	1	0	0	0	0	0	0	0	0
9998	1008	100	0	1439	1	0	0	0	0	0	0	0	0
9998	1002	50000	0	1439	1	0	0	0	0	0	0	0	0
9998	1003	10000	0	1439	1	0	0	0	0	0	0	0	0
9998	1010	80000	0	1439	1	0	0	0	0	0	0	0	0
9998	1027	100000	0	1439	1	0	0	0	0	0	0	0	0
9998	3	500000	0	1439	2	0	0	0	0	0	0	0	0
9998	4	300000	0	1439	2	0	0	0	0	0	0	0	0
9998	5	200000	0	1439	2	0	0	0	0	0	0	0	0
9998	6	100000	0	1439	2	0	0	0	0	0	0	0	0
9998	102	500000	0	1439	2	0	0	0	0	0	0	0	0
9998	103	200000	0	1439	2	0	0	0	0	0	0	0	0
9998	22001	15000	0	1439	1	0	0	0	0	0	0	0	0
9998	20016	1200000	0	1439	1	0	0	0	0	0	0	0	0
9998	20017	900000	0	1439	1	0	0	0	0	0	0	0	0
9998	20018	600000	0	1439	1	0	0	0	0	0	0	0	0
9998	20019	450000	0	1439	1	0	0	0	0	0	0	0	0
9998	20020	150000	0	1439	1	0	0	0	0	0	0	0	0
9998	20021	33330	0	1439	1	0	0	0	0	0	0	0	0
9998	20022	26660	0	1439	1	0	0	0	0	0	0	0	0
9998	20023	21330	0	1439	1	0	0	0	0	0	0	0	0
9998	20024	17060	0	1439	1	0	0	0	0	0	0	0	0
9998	20025	13650	0	1439	1	0	0	0	0	0	0	0	0
9998	20026	6660	0	1439	1	0	0	0	0	0	0	0	0
9998	20027	5330	0	1439	1	0	0	0	0	0	0	0	0
9998	20028	4260	0	1439	1	0	0	0	0	0	0	0	0
9998	20029	3400	0	1439	1	0	0	0	0	0	0	0	0
9998	20030	2710	0	1439	1	0	0	0	0	0	0	0	0
9998	20031	1800	0	1439	1	0	0	0	0	0	0	0	0
9998	20032	1440	0	1439	1	0	0	0	0	0	0	0	0
9998	20033	850	0	1439	1	0	0	0	0	0	0	0	0
9998	20034	510	0	1439	1	0	0	0	0	0	0	0	0
9998	20035	300	0	1439	1	0	0	0	0	0	0	0	0
9998	20036	90	0	1439	1	0	0	0	0	0	0	0	0
9998	21011	40000	0	1439	1	0	0	0	0	0	0	0	0
9998	21012	30000	0	1439	1	0	0	0	0	0	0	0	0
9998	21013	20000	0	1439	1	0	0	0	0	0	0	0	0
9998	21014	15000	0	1439	1	0	0	0	0	0	0	0	0
9998	21015	5000	0	1439	1	0	0	0	0	0	0	0	0
9998	21016	4000	0	1439	1	0	0	0	0	0	0	0	0
9998	21017	3200	0	1439	1	0	0	0	0	0	0	0	0
9998	21018	2560	0	1439	1	0	0	0	0	0	0	0	0
9998	21019	2040	0	1439	1	0	0	0	0	0	0	0	0
9998	21020	1630	0	1439	1	0	0	0	0	0	0	0	0
9998	21021	600	0	1439	1	0	0	0	0	0	0	0	0
9998	21022	360	0	1439	1	0	0	0	0	0	0	0	0
9998	21023	216	0	1439	1	0	0	0	0	0	0	0	0
9998	21024	108	0	1439	1	0	0	0	0	0	0	0	0
9998	21025	54	0	1439	1	0	0	0	0	0	0	0	0
9998	21026	0	0	1439	1	0	0	0	0	0	0	0	0
9998	23001	10400	0	1439	1	0	0	0	0	0	0	0	0
9998	23002	10400	0	1439	1	0	0	0	0	0	0	0	0
9998	23003	10400	0	1439	1	0	0	0	0	0	0	0	0
9998	23004	10400	0	1439	1	0	0	0	0	0	0	0	0
9998	23005	10400	0	1439	1	0	0	0	0	0	0	0	0
9998	23006	10400	0	1439	1	0	0	0	0	0	0	0	0
9999	103	1000000	0	1439	20	0	0	0	0	0	0	0	0
9999	1010	1000000	0	1439	3	0	0	0	0	0	0	0	0
9999	1005	125000	0	1439	1	0	0	0	0	0	0	0	0
9999	1012	1000000	0	1439	1	0	0	0	0	0	0	0	0
9999	1006	8000	0	1439	1	0	0	0	0	0	0	0	0
9999	1007	1000	0	1439	1	0	0	0	0	0	0	0	0
9999	1008	100	0	1439	1	0	0	0	0	0	0	0	0
9999	1002	50000	0	1439	1	0	0	0	0	0	0	0	0
9999	1003	10000	0	1439	1	0	0	0	0	0	0	0	0
9999	1010	80000	0	1439	1	0	0	0	0	0	0	0	0
9999	1027	100000	0	1439	1	0	0	0	0	0	0	0	0
9999	3	500000	0	1439	2	0	0	0	0	0	0	0	0
9999	4	300000	0	1439	2	0	0	0	0	0	0	0	0
9999	5	200000	0	1439	2	0	0	0	0	0	0	0	0
9999	6	100000	0	1439	2	0	0	0	0	0	0	0	0
9999	102	500000	0	1439	2	0	0	0	0	0	0	0	0
9999	103	200000	0	1439	2	0	0	0	0	0	0	0	0
9999	22001	15000	0	1439	1	0	0	0	0	0	0	0	0
9999	20016	1200000	0	1439	1	0	0	0	0	0	0	0	0
9999	20017	900000	0	1439	1	0	0	0	0	0	0	0	0
9999	20018	600000	0	1439	1	0	0	0	0	0	0	0	0
9999	20019	450000	0	1439	1	0	0	0	0	0	0	0	0
9999	20020	150000	0	1439	1	0	0	0	0	0	0	0	0
9999	20021	33330	0	1439	1	0	0	0	0	0	0	0	0
9999	20022	26660	0	1439	1	0	0	0	0	0	0	0	0
9999	20023	21330	0	1439	1	0	0	0	0	0	0	0	0
9999	20024	17060	0	1439	1	0	0	0	0	0	0	0	0
9999	20025	13650	0	1439	1	0	0	0	0	0	0	0	0
9999	20026	6660	0	1439	1	0	0	0	0	0	0	0	0
9999	20027	5330	0	1439	1	0	0	0	0	0	0	0	0
9999	20028	4260	0	1439	1	0	0	0	0	0	0	0	0
9999	20029	3400	0	1439	1	0	0	0	0	0	0	0	0
9999	20030	2710	0	1439	1	0	0	0	0	0	0	0	0
9999	20031	1800	0	1439	1	0	0	0	0	0	0	0	0
9999	20032	1440	0	1439	1	0	0	0	0	0	0	0	0
9999	20033	850	0	1439	1	0	0	0	0	0	0	0	0
9999	20034	510	0	1439	1	0	0	0	0	0	0	0	0
9999	20035	300	0	1439	1	0	0	0	0	0	0	0	0
9999	20036	90	0	1439	1	0	0	0	0	0	0	0	0
9999	21011	40000	0	1439	1	0	0	0	0	0	0	0	0
9999	21012	30000	0	1439	1	0	0	0	0	0	0	0	0
9999	21013	20000	0	1439	1	0	0	0	0	0	0	0	0
9999	21014	15000	0	1439	1	0	0	0	0	0	0	0	0
9999	21015	5000	0	1439	1	0	0	0	0	0	0	0	0
9999	21016	4000	0	1439	1	0	0	0	0	0	0	0	0
9999	21017	3200	0	1439	1	0	0	0	0	0	0	0	0
9999	21018	2560	0	1439	1	0	0	0	0	0	0	0	0
9999	21019	2040	0	1439	1	0	0	0	0	0	0	0	0
9999	21020	1630	0	1439	1	0	0	0	0	0	0	0	0
9999	21021	600	0	1439	1	0	0	0	0	0	0	0	0
9999	21022	360	0	1439	1	0	0	0	0	0	0	0	0
9999	21023	216	0	1439	1	0	0	0	0	0	0	0	0
9999	21024	108	0	1439	1	0	0	0	0	0	0	0	0
9999	21025	54	0	1439	1	0	0	0	0	0	0	0	0
9999	21026	0	0	1439	1	0	0	0	0	0	0	0	0
9999	23001	10400	0	1439	1	0	0	0	0	0	0	0	0
9999	23002	10400	0	1439	1	0	0	0	0	0	0	0	0
9999	23003	10400	0	1439	1	0	0	0	0	0	0	0	0
9999	23004	10400	0	1439	1	0	0	0	0	0	0	0	0
9999	23005	10400	0	1439	1	0	0	0	0	0	0	0	0
9999	23006	10400	0	1439	1	0	0	0	0	0	0	0	0
10001	1012	350000	0	1439	1	0	0	0	0	0	0	0	0
10001	50	500000	0	1439	2	0	0	0	0	0	0	0	0
10001	101	0	0	1439	2	0	0	0	0	0	0	0	0
10001	20001	200000	0	1439	1	0	0	0	0	0	0	0	0
10001	20002	300000	0	1439	1	0	0	0	0	0	0	0	0
10001	20003	200000	0	1439	1	0	0	0	0	0	0	0	0
10001	20004	100000	0	1439	1	0	0	0	0	0	0	0	0
10001	20005	50000	0	1439	1	0	0	0	0	0	0	0	0
10001	20006	400000	0	1439	1	0	0	0	0	0	0	0	0
10001	20007	75000	0	1439	1	0	0	0	0	0	0	0	0
10001	20008	35000	0	1439	1	0	0	0	0	0	0	0	0
10001	20009	30000	0	1439	1	0	0	0	0	0	0	0	0
10001	20010	25000	0	1439	1	0	0	0	0	0	0	0	0
10001	20011	50000	0	1439	1	0	0	0	0	0	0	0	0
10001	20012	10000	0	1439	1	0	0	0	0	0	0	0	0
10001	21001	80000	0	1439	1	0	0	0	0	0	0	0	0
10001	21002	70000	0	1439	1	0	0	0	0	0	0	0	0
10001	21003	60000	0	1439	1	0	0	0	0	0	0	0	0
10001	21004	20000	0	1439	1	0	0	0	0	0	0	0	0
10001	21005	10000	0	1439	1	0	0	0	0	0	0	0	0
10002	1012	350000	0	1439	1	0	0	0	0	0	0	0	0
10002	50	500000	0	1439	2	0	0	0	0	0	0	0	0
10002	101	0	0	1439	2	0	0	0	0	0	0	0	0
10002	20001	200000	0	1439	1	0	0	0	0	0	0	0	0
10002	20002	300000	0	1439	1	0	0	0	0	0	0	0	0
10002	20003	200000	0	1439	1	0	0	0	0	0	0	0	0
10002	20004	100000	0	1439	1	0	0	0	0	0	0	0	0
10002	20005	50000	0	1439	1	0	0	0	0	0	0	0	0
10002	20006	400000	0	1439	1	0	0	0	0	0	0	0	0
10002	20007	40000	0	1439	1	0	0	0	0	0	0	0	0
10002	20008	35000	0	1439	1	0	0	0	0	0	0	0	0
10002	20009	30000	0	1439	1	0	0	0	0	0	0	0	0
10002	20010	25000	0	1439	1	0	0	0	0	0	0	0	0
10002	20011	60000	0	1439	1	0	0	0	0	0	0	0	0
10002	20012	15000	0	1439	1	0	0	0	0	0	0	0	0
10002	20013	10000	0	1439	1	0	0	0	0	0	0	0	0
10002	21001	80000	0	1439	1	0	0	0	0	0	0	0	0
10002	21002	70000	0	1439	1	0	0	0	0	0	0	0	0
10002	21003	60000	0	1439	1	0	0	0	0	0	0	0	0
10002	21004	20000	0	1439	1	0	0	0	0	0	0	0	0
10002	21005	10000	0	1439	1	0	0	0	0	0	0	0	0
10002	21006	9000	0	1439	1	0	0	0	0	0	0	0	0
10002	21007	8000	0	1439	1	0	0	0	0	0	0	0	0
10002	21008	7000	0	1439	1	0	0	0	0	0	0	0	0
10003	1012	400000	0	1439	1	0	0	0	0	0	0	0	0
10003	50	500000	0	1439	2	0	0	0	0	0	0	0	0
10003	101	0	0	1439	2	0	0	0	0	0	0	0	0
10003	20001	100000	0	1439	1	0	0	0	0	0	0	0	0
10003	20002	100000	0	1439	1	0	0	0	0	0	0	0	0
10003	20003	200000	0	1439	1	0	0	0	0	0	0	0	0
10003	20004	100000	0	1439	1	0	0	0	0	0	0	0	0
10003	20005	50000	0	1439	1	0	0	0	0	0	0	0	0
10003	20006	300000	0	1439	1	0	0	0	0	0	0	0	0
10003	20007	40000	0	1439	1	0	0	0	0	0	0	0	0
10003	20008	400000	0	1439	1	0	0	0	0	0	0	0	0
10003	20009	30000	0	1439	1	0	0	0	0	0	0	0	0
10003	20010	25000	0	1439	1	0	0	0	0	0	0	0	0
10003	20011	80000	0	1439	1	0	0	0	0	0	0	0	0
10003	20012	20000	0	1439	1	0	0	0	0	0	0	0	0
10003	20013	17500	0	1439	1	0	0	0	0	0	0	0	0
10003	21001	80000	0	1439	1	0	0	0	0	0	0	0	0
10003	21002	70000	0	1439	1	0	0	0	0	0	0	0	0
10003	21003	60000	0	1439	1	0	0	0	0	0	0	0	0
10003	21004	20000	0	1439	1	0	0	0	0	0	0	0	0
10003	21005	10000	0	1439	1	0	0	0	0	0	0	0	0
10003	21006	9000	0	1439	1	0	0	0	0	0	0	0	0
10003	21007	8000	0	1439	1	0	0	0	0	0	0	0	0
10003	21008	7000	0	1439	1	0	0	0	0	0	0	0	0
10003	21009	6000	0	1439	1	0	0	0	0	0	0	0	0
10003	21010	5000	0	1439	1	0	0	0	0	0	0	0	0
10004	1005	30000	0	1439	1	0	0	0	0	0	0	0	0
10004	1012	250000	0	1439	1	0	0	0	0	0	0	0	0
10004	1006	500	0	1439	1	0	0	0	0	0	0	0	0
10004	1001	80000	0	1439	1	0	0	0	0	0	0	0	0
10004	1010	50000	0	1439	1	0	0	0	0	0	0	0	0
10004	1027	50000	0	1439	1	0	0	0	0	0	0	0	0
10004	51	500000	0	1439	2	0	0	0	0	0	0	0	0
10004	52	300000	0	1439	2	0	0	0	0	0	0	0	0
10004	53	200000	0	1439	2	0	0	0	0	0	0	0	0
10004	54	100000	0	1439	2	0	0	0	0	0	0	0	0
10004	101	500000	0	1439	2	0	0	0	0	0	0	0	0
10004	102	200000	0	1439	2	0	0	0	0	0	0	0	0
10004	103	100000	0	1439	2	0	0	0	0	0	0	0	0
10004	22002	2000	0	1439	1	0	0	0	0	0	0	0	0
10004	20001	300000	0	1439	1	0	0	0	0	0	0	0	0
10004	20002	300000	0	1439	1	0	0	0	0	0	0	0	0
10004	20003	300000	0	1439	1	0	0	0	0	0	0	0	0
10004	20004	800000	0	1439	1	0	0	0	0	0	0	0	0
10004	20005	700000	0	1439	1	0	0	0	0	0	0	0	0
10004	20006	600000	0	1439	1	0	0	0	0	0	0	0	0
10004	20007	200000	0	1439	1	0	0	0	0	0	0	0	0
10004	20008	100000	0	1439	1	0	0	0	0	0	0	0	0
10004	20009	100000	0	1439	1	0	0	0	0	0	0	0	0
10004	20010	100000	0	1439	1	0	0	0	0	0	0	0	0
10004	20011	80000	0	1439	1	0	0	0	0	0	0	0	0
10004	20012	64000	0	1439	1	0	0	0	0	0	0	0	0
10004	20013	51200	0	1439	1	0	0	0	0	0	0	0	0
10004	20014	40960	0	1439	1	0	0	0	0	0	0	0	0
10004	20015	32760	0	1439	1	0	0	0	0	0	0	0	0
10004	20016	15000	0	1439	1	0	0	0	0	0	0	0	0
10004	20017	12000	0	1439	1	0	0	0	0	0	0	0	0
10004	20018	9600	0	1439	1	0	0	0	0	0	0	0	0
10004	20019	7680	0	1439	1	0	0	0	0	0	0	0	0
10004	20020	6140	0	1439	1	0	0	0	0	0	0	0	0
10004	20021	2252	0	1439	1	0	0	0	0	0	0	0	0
10004	20022	1560	0	1439	1	0	0	0	0	0	0	0	0
10004	20023	1070	0	1439	1	0	0	0	0	0	0	0	0
10004	20024	735	0	1439	1	0	0	0	0	0	0	0	0
10004	20025	495	0	1439	1	0	0	0	0	0	0	0	0
10004	20026	85	0	1439	1	0	0	0	0	0	0	0	0
10004	20027	58	0	1439	1	0	0	0	0	0	0	0	0
10004	20028	38	0	1439	1	0	0	0	0	0	0	0	0
10004	20029	24	0	1439	1	0	0	0	0	0	0	0	0
10004	20030	14	0	1439	1	0	0	0	0	0	0	0	0
10004	20031	5	0	1439	1	0	0	0	0	0	0	0	0
10004	20032	0	0	1439	1	0	0	0	0	0	0	0	0
10004	20033	0	0	1439	1	0	0	0	0	0	0	0	0
10004	20034	0	0	1439	1	0	0	0	0	0	0	0	0
10004	20035	0	0	1439	1	0	0	0	0	0	0	0	0
10004	21001	60000	0	1439	1	0	0	0	0	0	0	0	0
10004	21002	60000	0	1439	1	0	0	0	0	0	0	0	0
10004	21003	60000	0	1439	1	0	0	0	0	0	0	0	0
10004	21004	160000	0	1439	1	0	0	0	0	0	0	0	0
10004	21005	140000	0	1439	1	0	0	0	0	0	0	0	0
10004	21006	120000	0	1439	1	0	0	0	0	0	0	0	0
10004	21007	40000	0	1439	1	0	0	0	0	0	0	0	0
10004	21008	20000	0	1439	1	0	0	0	0	0	0	0	0
10004	21009	12500	0	1439	1	0	0	0	0	0	0	0	0
10004	21010	8330	0	1439	1	0	0	0	0	0	0	0	0
10004	21011	4000	0	1439	1	0	0	0	0	0	0	0	0
10004	21012	3200	0	1439	1	0	0	0	0	0	0	0	0
10004	21013	2560	0	1439	1	0	0	0	0	0	0	0	0
10004	21014	2040	0	1439	1	0	0	0	0	0	0	0	0
10004	21015	1630	0	1439	1	0	0	0	0	0	0	0	0
10004	21016	330	0	1439	1	0	0	0	0	0	0	0	0
10004	21017	260	0	1439	1	0	0	0	0	0	0	0	0
10004	21018	210	0	1439	1	0	0	0	0	0	0	0	0
10004	21019	170	0	1439	1	0	0	0	0	0	0	0	0
10004	21020	130	0	1439	1	0	0	0	0	0	0	0	0
10004	21021	5	0	1439	1	0	0	0	0	0	0	0	0
10004	21022	0	0	1439	1	0	0	0	0	0	0	0	0
10004	21023	0	0	1439	1	0	0	0	0	0	0	0	0
10004	21024	0	0	1439	1	0	0	0	0	0	0	0	0
10004	21025	0	0	1439	1	0	0	0	0	0	0	0	0
10004	23001	0	0	1439	1	0	0	0	0	0	0	0	0
10004	23002	0	0	1439	1	0	0	0	0	0	0	0	0
10004	23003	0	0	1439	1	0	0	0	0	0	0	0	0
10004	23004	0	0	1439	1	0	0	0	0	0	0	0	0
10004	23005	0	0	1439	1	0	0	0	0	0	0	0	0
10004	23006	0	0	1439	1	0	0	0	0	0	0	0	0
10005	1005	32000	0	1439	1	0	0	0	0	0	0	0	0
10005	1012	300000	0	1439	1	0	0	0	0	0	0	0	0
10005	1006	1000	0	1439	1	0	0	0	0	0	0	0	0
10005	1001	100000	0	1439	1	0	0	0	0	0	0	0	0
10005	1010	60000	0	1439	1	0	0	0	0	0	0	0	0
10005	1027	55000	0	1439	1	0	0	0	0	0	0	0	0
10005	51	500000	0	1439	2	0	0	0	0	0	0	0	0
10005	52	300000	0	1439	2	0	0	0	0	0	0	0	0
10005	53	200000	0	1439	2	0	0	0	0	0	0	0	0
10005	54	100000	0	1439	2	0	0	0	0	0	0	0	0
10005	101	500000	0	1439	2	0	0	0	0	0	0	0	0
10005	102	200000	0	1439	2	0	0	0	0	0	0	0	0
10005	103	100000	0	1439	2	0	0	0	0	0	0	0	0
10005	22002	2000	0	1439	1	0	0	0	0	0	0	0	0
10005	20001	300000	0	1439	1	0	0	0	0	0	0	0	0
10005	20002	300000	0	1439	1	0	0	0	0	0	0	0	0
10005	20003	300000	0	1439	1	0	0	0	0	0	0	0	0
10005	20004	800000	0	1439	1	0	0	0	0	0	0	0	0
10005	20005	700000	0	1439	1	0	0	0	0	0	0	0	0
10005	20006	600000	0	1439	1	0	0	0	0	0	0	0	0
10005	20007	200000	0	1439	1	0	0	0	0	0	0	0	0
10005	20008	100000	0	1439	1	0	0	0	0	0	0	0	0
10005	20009	100000	0	1439	1	0	0	0	0	0	0	0	0
10005	20010	100000	0	1439	1	0	0	0	0	0	0	0	0
10005	20011	80000	0	1439	1	0	0	0	0	0	0	0	0
10005	20012	64000	0	1439	1	0	0	0	0	0	0	0	0
10005	20013	51200	0	1439	1	0	0	0	0	0	0	0	0
10005	20014	40960	0	1439	1	0	0	0	0	0	0	0	0
