INT	STRING	INT	INT	INT	STRING
3222	朝向卫兵7	3200	1	19	1407:01:00
3223	朝向卫兵8	3200	1	19	1408:01:00
3224	建立卫兵1	3200	1	11	1:1409:4001:32:95:100:100:60
3225	建立卫兵2	3200	1	11	1:1410:4001:31:98:100:100:60
3226	建立卫兵3	3200	1	11	1:1411:4001:29:101:100:100:60
3227	建立卫兵4	3200	1	11	1:1412:4001:28:104:100:100:60
3228	建立卫兵5	3200	1	11	1:1413:4001:41:78:100:100:60
3229	建立卫兵6	3200	1	11	1:1414:4001:42:75:100:100:60
3230	建立卫兵7	3200	1	11	1:1415:4001:44:72:100:100:60
3231	建立卫兵8	3200	1	11	1:1416:4001:47:66:100:100:60
3232	朝向卫兵1	3200	1	19	1409:01:00
3233	朝向卫兵2	3200	1	19	1410:01:00
3234	朝向卫兵3	3200	1	19	1411:01:00
3235	朝向卫兵4	3200	1	19	1412:01:00
3236	朝向卫兵5	3200	1	19	1413:01:00
3237	朝向卫兵6	3200	1	19	1414:01:00
3238	朝向卫兵7	3200	1	19	1415:01:00
3239	朝向卫兵8	3200	1	19	1416:01:00
3240	建立卫兵1	3200	1	11	1:1417:4001:33:100:100:100:60
3241	建立卫兵2	3200	1	11	1:1418:4001:31:103:100:100:60
3242	建立卫兵3	3200	1	11	1:1419:4001:30:106:100:100:60
3243	建立卫兵4	3200	1	11	1:1420:4001:28:109:100:100:60
3244	建立卫兵5	3200	1	11	1:1421:4001:42:81:100:100:60
3245	建立卫兵6	3200	1	11	1:1422:4001:44:78:100:100:60
3246	建立卫兵7	3200	1	11	1:1423:4001:47:72:100:100:60
3247	建立卫兵8	3200	1	11	1:1424:4001:48:69:100:100:60
3248	朝向卫兵1	3200	1	19	1417:01:00
3249	朝向卫兵2	3200	1	19	1418:01:00
3250	朝向卫兵3	3200	1	19	1419:01:00
3251	朝向卫兵4	3200	1	19	1420:01:00
3252	朝向卫兵5	3200	1	19	1421:01:00
3253	朝向卫兵6	3200	1	19	1422:01:00
3254	朝向卫兵7	3200	1	19	1423:01:00
3255	朝向卫兵8	3200	1	19	1424:01:00
3258	建立卫兵3	3200	1	11	1:1003:4001:96:241:100:100:60
3259	建立卫兵4	3200	1	11	1:1004:4001:98:245:100:100:60
3260	建立卫兵5	3200	1	11	1:1005:4001:100:249:100:100:60
3261	建立卫兵6	3200	1	11	1:1006:4001:102:253:100:100:60
3262	建立卫兵7	3200	1	11	1:1007:4001:104:257:100:100:60
3263	建立卫兵8	3200	1	11	1:1008:4001:106:261:100:100:60
3264	建立卫兵9	3200	1	11	1:1009:4001:108:265:100:100:60
3265	建立卫兵10	3200	1	11	1:1010:4001:110:269:100:100:60
3266	建立卫兵11	3200	1	11	1:1011:4001:112:273:100:100:60
3267	建立卫兵12	3200	1	11	1:1012:4001:114:277:100:100:60
3268	建立卫兵13	3200	1	11	1:1013:4001:116:281:100:100:60
3269	建立卫兵14	3200	1	11	1:1014:4001:118:285:100:100:60
3270	建立卫兵15	3200	1	11	1:1015:4001:120:289:100:100:60
3271	建立卫兵16	3200	1	11	1:1016:4001:122:293:100:100:60
3272	建立卫兵17	3200	1	11	1:1017:4001:124:297:100:100:60
3273	建立卫兵18	3200	1	11	1:1018:4001:126:301:100:100:60
3274	建立卫兵19	3200	1	11	1:1019:4001:128:305:100:100:60
3275	建立卫兵20	3200	1	11	1:1020:4001:130:309:100:100:60
3278	建立卫兵23	3200	1	11	1:1023:4001:104:225:100:100:60
3279	建立卫兵24	3200	1	11	1:1024:4001:106:229:100:100:60
3280	建立卫兵25	3200	1	11	1:1025:4001:108:233:100:100:60
3281	建立卫兵26	3200	1	11	1:1026:4001:110:237:100:100:60
3282	建立卫兵27	3200	1	11	1:1027:4001:112:241:100:100:60
3283	建立卫兵28	3200	1	11	1:1028:4001:114:245:100:100:60
3284	建立卫兵29	3200	1	11	1:1029:4001:116:249:100:100:60
3285	建立卫兵30	3200	1	11	1:1030:4001:118:253:100:100:60
3286	建立卫兵31	3200	1	11	1:1031:4001:120:257:100:100:60
3287	建立卫兵32	3200	1	11	1:1032:4001:122:261:100:100:60
3288	建立卫兵33	3200	1	11	1:1033:4001:124:265:100:100:60
3289	建立卫兵34	3200	1	11	1:1034:4001:126:269:100:100:60
3290	建立卫兵35	3200	1	11	1:1035:4001:128:273:100:100:60
3291	建立卫兵36	3200	1	11	1:1036:4001:130:277:100:100:60
3292	建立卫兵37	3200	1	11	1:1037:4001:132:281:100:100:60
3293	建立卫兵38	3200	1	11	1:1038:4001:134:285:100:100:60
3294	建立卫兵39	3200	1	11	1:1039:4001:136:289:100:100:60
3295	建立卫兵40	3200	1	11	1:1040:4001:138:293:100:100:60
3296	建立卫兵41	3200	1	11	1:1041:4001:92:243:100:100:60
3297	建立卫兵42	3200	1	11	1:1042:4001:94:247:100:100:60
3298	建立卫兵43	3200	1	11	1:1043:4001:96:251:100:100:60
3299	建立卫兵44	3200	1	11	1:1044:4001:98:255:100:100:60
3300	建立卫兵45	3200	1	11	1:1045:4001:100:259:100:100:60
3301	建立卫兵46	3200	1	11	1:1046:4001:102:263:100:100:60
3302	建立卫兵47	3200	1	11	1:1047:4001:104:267:100:100:60
3303	建立卫兵48	3200	1	11	1:1048:4001:106:271:100:100:60
3304	建立卫兵49	3200	1	11	1:1049:4001:108:275:100:100:60
3305	建立卫兵50	3200	1	11	1:1050:4001:110:279:100:100:60
3306	建立卫兵51	3200	1	11	1:1051:4001:112:283:100:100:60
3307	建立卫兵52	3200	1	11	1:1052:4001:114:287:100:100:60
3308	建立卫兵53	3200	1	11	1:1053:4001:116:291:100:100:60
3309	建立卫兵54	3200	1	11	1:1054:4001:118:295:100:100:60
3310	建立卫兵55	3200	1	11	1:1055:4001:120:299:100:100:60
3311	建立卫兵56	3200	1	11	1:1056:4001:122:303:100:100:60
3312	建立卫兵57	3200	1	11	1:1057:4001:124:307:100:100:60
3313	建立卫兵58	3200	1	11	1:1058:4001:126:311:100:100:60
3314	建立卫兵59	3200	1	11	1:1059:4001:128:315:100:100:60
3315	建立卫兵60	3200	1	11	1:1060:4001:130:319:100:100:60
3316	建立卫兵61	3200	1	11	1:1061:4001:100:207:100:100:60
3317	建立卫兵62	3200	1	11	1:1062:4001:102:211:100:100:60
3318	建立卫兵63	3200	1	11	1:1063:4001:104:215:100:100:60
3319	建立卫兵64	3200	1	11	1:1064:4001:106:219:100:100:60
3320	建立卫兵65	3200	1	11	1:1065:4001:108:223:100:100:60
3321	建立卫兵66	3200	1	11	1:1066:4001:110:227:100:100:60
3322	建立卫兵67	3200	1	11	1:1067:4001:112:231:100:100:60
3323	建立卫兵68	3200	1	11	1:1068:4001:114:235:100:100:60
3324	建立卫兵69	3200	1	11	1:1069:4001:116:239:100:100:60
3325	建立卫兵70	3200	1	11	1:1070:4001:118:243:100:100:60
3326	建立卫兵71	3200	1	11	1:1071:4001:120:247:100:100:60
3327	建立卫兵72	3200	1	11	1:1072:4001:122:251:100:100:60
3328	建立卫兵73	3200	1	11	1:1073:4001:124:255:100:100:60
3329	建立卫兵74	3200	1	11	1:1074:4001:126:259:100:100:60
3330	建立卫兵75	3200	1	11	1:1075:4001:128:263:100:100:60
3331	建立卫兵76	3200	1	11	1:1076:4001:130:267:100:100:60
3332	建立卫兵77	3200	1	11	1:1077:4001:132:271:100:100:60
3333	建立卫兵78	3200	1	11	1:1078:4001:134:275:100:100:60
3334	建立卫兵79	3200	1	11	1:1079:4001:136:279:100:100:60
3335	建立卫兵80	3200	1	11	1:1080:4001:138:283:100:100:60
3336	建立骑兵1	3200	1	11	1:1101:4002:91:219:100:100:60
3337	建立骑兵2	3200	1	11	1:1102:4002:93:215:100:100:60
3338	建立骑兵3	3200	1	11	1:1103:4002:93:223:100:100:60
3339	建立骑兵4	3200	1	11	1:1104:4002:95:219:100:100:60
3340	建立骑兵5	3200	1	11	1:1105:4002:95:227:100:100:60
3341	建立骑兵6	3200	1	11	1:1106:4002:97:223:100:100:60
3342	镜头移动	3200	41	33	20002:37:82:9999
3344	建立国王	3200	1	11	1:1301:4003:37:87:100:100:60
3345	建立国王	3200	1	11	1:1201:4003:101:235:100:100:60
3346	国王朝向	3200	2	19	1301:01:00
3347	国王说话	3200	50	16	1301:2:今日，吾在此加冕为王！
3348	国王说话	3200	75	16	1301:2:与吾并肩血战的将士们！这只是一个开始！
3349	国王说话	3200	100	16	1301:2:吾等的征途乃是星辰大海啊！
3350	国王说话	3200	115	13	1401
3351	国王说话	3200	115	13	1402
3352	国王说话	3200	115	13	1403
3353	国王说话	3200	115	13	1404
3354	国王说话	3200	115	13	1405
3355	国王说话	3200	115	13	1406
3356	国王说话	3200	115	13	1407
3357	国王说话	3200	115	13	1408
3358	国王说话	3200	115	13	1409
3359	国王说话	3200	115	13	1410
3360	国王说话	3200	115	13	1411
3361	国王说话	3200	115	13	1412
3362	国王说话	3200	115	13	1413
3363	国王说话	3200	115	13	1414
3364	国王说话	3200	115	13	1415
3365	国王说话	3200	115	13	1416
3366	国王说话	3200	115	13	1417
3367	国王说话	3200	115	13	1418
3368	国王说话	3200	115	13	1419
3369	国王说话	3200	115	13	1420
3370	国王说话	3200	115	13	1421
3371	国王说话	3200	115	13	1422
3372	国王说话	3200	115	13	1423
3373	国王说话	3200	115	13	1424
3374	国王说话	3200	120	16	1401:2:万岁！
3375	国王说话	3200	120	16	1402:2:万岁！
3376	国王说话	3200	120	16	1403:2:万岁！
3377	国王说话	3200	120	16	1404:2:万岁！
3378	国王说话	3200	120	16	1405:2:万岁！
3379	国王说话	3200	120	16	1406:2:万岁！
3380	国王说话	3200	120	16	1407:2:万岁！
3381	国王说话	3200	120	16	1408:2:万岁！
3382	国王说话	3200	120	16	1409:2:万岁！
3383	国王说话	3200	120	16	1410:2:万岁！
3384	国王说话	3200	120	16	1411:2:万岁！
3385	国王说话	3200	120	16	1412:2:万岁！
3386	国王说话	3200	120	16	1413:2:万岁！
3387	国王说话	3200	120	16	1414:2:万岁！
3388	国王说话	3200	120	16	1415:2:万岁！
3389	国王说话	3200	120	16	1416:2:万岁！
3390	国王说话	3200	120	16	1417:2:万岁！
3391	国王说话	3200	120	16	1418:2:万岁！
3392	国王说话	3200	120	16	1419:2:万岁！
3393	国王说话	3200	120	16	1420:2:万岁！
3394	国王说话	3200	120	16	1421:2:万岁！
3395	国王说话	3200	120	16	1422:2:万岁！
3396	国王说话	3200	120	16	1423:2:万岁！
3397	开幕	3200	140	23	0x000000:1
3398	字幕	3200	150	24	继承者今日将加冕为王！:2:0xFFFFFF
3399	移动屏幕	3200	160	33	20002:101:232:999
3400	骑兵1移动	3200	162	12	1101:2:91:219:144:326:144:326:-1
3401	骑兵2移动	3200	162	12	1102:2:93:215:147:324:147:324:-1
