INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7052	75	8	1	1	0	25	0	0	9999
7052	76	8	1	1	0	80	0	0	9999
7054	13	1	2	1	0	100	0	0	9999
7054	503	1	2	1	0	100	0	0	9999
7054	505	1	2	1	0	100	0	0	9999
7054	510	1	2	1	0	100	0	0	9999
7054	564	1	5	1	0	100	0	0	9999
7054	601	1	10	1	0	110	0	0	9999
7054	567	1	1	1	0	100	0	0	9999
7054	568	1	1	1	0	100	0	0	9999
7054	570	1	1	1	0	40	0	0	9999
7054	565	1	3	1	0	80	0	0	9999
7054	5323	1	1	1	0	70	0	0	9999
7066	13	1	2	1	0	100	0	0	9999
7066	503	1	2	1	0	100	0	0	9999
7066	505	1	2	1	0	100	0	0	9999
7066	510	1	2	1	0	100	0	0	9999
7066	564	1	5	1	0	100	0	0	9999
7066	601	1	10	1	0	110	0	0	9999
7066	567	1	1	1	0	100	0	0	9999
7066	568	1	1	1	0	100	0	0	9999
7066	570	1	1	1	0	40	0	0	9999
7066	565	1	1	1	0	80	0	0	9999
7066	5323	1	1	1	0	70	0	0	9999
7077	13	1	2	1	0	100	0	0	9999
7077	503	1	2	1	0	100	0	0	9999
7077	505	1	2	1	0	100	0	0	9999
7077	510	1	2	1	0	100	0	0	9999
7077	564	1	5	1	0	100	0	0	9999
7077	601	1	10	1	0	110	0	0	9999
7077	567	1	1	1	0	100	0	0	9999
7077	568	1	1	1	0	100	0	0	9999
7077	570	1	1	1	0	40	0	0	9999
7077	565	1	3	1	0	80	0	0	9999
7077	5323	1	1	1	0	70	0	0	9999
7091	647	1	10	1	0	120	0	0	9999
7091	564	1	4	1	0	130	0	0	9999
7091	507	1	2	1	0	120	0	0	9999
7091	510	1	2	1	0	120	0	0	9999
7091	601	1	10	1	0	120	0	0	9999
7091	727	1	1	1	0	120	0	0	9999
7091	758	1	2	1	0	130	0	0	9999
7091	720	1	1	1	0	80	0	0	9999
7091	5028	1	1	1	0	60	0	0	9999
7092	647	1	100	1	0	102	0	0	9999
7092	564	1	40	1	0	110	0	0	9999
7092	508	1	2	1	0	110	0	0	9999
7092	511	1	2	1	0	110	0	0	9999
7092	601	1	100	1	0	110	0	0	9999
7092	727	1	10	1	0	110	0	0	9999
7092	758	1	20	1	0	110	0	0	9999
7092	720	1	4	1	0	105	0	0	9999
7092	710	1	4	1	0	108	0	0	9999
7092	5029	1	1	0	0	25	0	0	9999
7093	13	1	2	1	0	80	0	0	9999
7093	503	1	2	1	0	80	0	0	9999
7093	505	1	2	1	0	80	0	0	9999
7093	510	1	2	1	0	80	0	0	9999
7093	564	1	5	1	0	100	0	0	9999
7093	601	1	10	1	0	100	0	0	9999
7093	567	1	1	1	0	80	0	0	9999
7093	568	1	1	1	0	80	0	0	9999
7093	570	1	1	1	0	40	0	0	9999
7093	565	1	1	1	0	80	0	0	9999
7093	7091	1	1	1	0	200	0	0	9999
644	619	1	1	1	0	333	0	0	399
644	620	1	1	1	0	333	0	0	399
644	621	1	1	1	0	334	0	0	399
644	619	1	1	1	0	238	0	400	499
644	620	1	1	1	0	238	0	400	499
644	621	1	1	1	0	238	0	400	499
644	623	1	1	1	0	95	0	400	499
644	624	1	1	1	0	95	0	400	499
644	625	1	1	1	0	96	0	400	499
644	619	1	1	1	0	128	0	500	9999
644	620	1	1	1	0	128	0	500	9999
644	621	1	1	1	0	128	0	500	9999
644	623	1	1	1	0	154	0	500	9999
644	624	1	1	1	0	154	0	500	9999
644	625	1	1	1	0	154	0	500	9999
644	627	1	1	1	0	51	0	500	9999
644	628	1	1	1	0	51	0	500	9999
644	629	1	1	1	0	52	0	500	9999
728	10372	2	1	0	0	125	0	0	9999
728	10373	2	1	0	0	125	0	0	9999
728	10374	2	1	0	0	125	0	0	9999
728	10375	2	1	0	0	125	0	0	9999
728	10377	2	1	0	0	125	0	0	9999
728	10378	2	1	0	0	125	0	0	9999
728	10379	2	1	0	0	125	0	0	9999
728	10380	2	1	0	0	125	0	0	9999
729	10382	2	1	0	0	125	0	0	9999
729	10383	2	1	0	0	125	0	0	9999
729	10384	2	1	0	0	125	0	0	9999
729	10385	2	1	0	0	125	0	0	9999
729	10387	2	1	0	0	125	0	0	9999
729	10388	2	1	0	0	125	0	0	9999
729	10389	2	1	0	0	125	0	0	9999
729	10390	2	1	0	0	125	0	0	9999
730	10392	2	1	0	0	125	0	0	9999
730	10393	2	1	0	0	125	0	0	9999
730	10394	2	1	0	0	125	0	0	9999
730	10395	2	1	0	0	125	0	0	9999
730	10397	2	1	0	0	125	0	0	9999
730	10398	2	1	0	0	125	0	0	9999
730	10399	2	1	0	0	125	0	0	9999
730	10400	2	1	0	0	125	0	0	9999
7056	644	1	5	0	0	450	0	0	9999
7056	637	1	4	0	0	550	0	0	9999
7057	8005	3	1	0	0	334	0	0	9999
7057	8105	3	1	0	0	333	0	0	9999
7057	8205	3	1	0	0	333	0	0	9999
7058	10352	2	1	0	0	242	0	0	9999
7058	10353	2	1	0	0	113	0	0	9999
7058	10354	2	1	0	0	113	0	0	9999
7058	10355	2	1	0	0	32	0	0	9999
7058	10357	2	1	0	0	242	0	0	9999
7058	10358	2	1	0	0	113	0	0	9999
7058	10359	2	1	0	0	113	0	0	9999
7058	10360	2	1	0	0	32	0	0	9999
7059	10372	2	1	0	0	242	0	0	9999
7059	10373	2	1	0	0	113	0	0	9999
7059	10374	2	1	0	0	113	0	0	9999
7059	10375	2	1	0	0	32	0	0	9999
7059	10377	2	1	0	0	242	0	0	9999
7059	10378	2	1	0	0	113	0	0	9999
7059	10379	2	1	0	0	113	0	0	9999
7059	10380	2	1	0	0	32	0	0	9999
7060	10392	2	1	0	0	242	0	0	9999
7060	10393	2	1	0	0	113	0	0	9999
7060	10394	2	1	0	0	113	0	0	9999
7060	10395	2	1	0	0	32	0	0	9999
7060	10397	2	1	0	0	242	0	0	9999
7060	10398	2	1	0	0	113	0	0	9999
7060	10399	2	1	0	0	113	0	0	9999
7060	10400	2	1	0	0	32	0	0	9999
743	737	1	1	0	0	150	0	0	9999
743	738	1	1	0	0	150	0	0	9999
743	739	1	1	0	0	250	0	0	9999
743	740	1	1	0	0	250	0	0	9999
743	741	1	1	0	0	100	0	0	9999
743	742	1	1	0	0	100	0	0	9999
746	10362	2	1	0	0	242	0	0	9999
746	10363	2	1	0	0	113	0	0	9999
746	10364	2	1	0	0	113	0	0	9999
746	10365	2	1	0	0	32	0	0	9999
746	10367	2	1	0	0	242	0	0	9999
746	10368	2	1	0	0	113	0	0	9999
746	10369	2	1	0	0	113	0	0	9999
746	10370	2	1	0	0	32	0	0	9999
6215	8003	3	1	1	0	233	0	0	9999
6215	8103	3	1	1	0	233	0	0	9999
6215	8203	3	1	1	0	233	0	0	9999
6215	8303	3	1	1	0	70	0	0	9999
6215	8004	3	1	1	0	58	0	0	9999
6215	8104	3	1	1	0	58	0	0	9999
6215	8204	3	1	1	0	58	0	0	9999
6215	8304	3	1	1	0	17	0	0	9999
6215	8005	3	1	1	0	12	0	0	9999
6215	8105	3	1	1	0	12	0	0	9999
6215	8205	3	1	1	0	12	0	0	9999
6215	8305	3	1	1	0	4	0	0	9999
6216	8004	3	1	1	0	233	0	0	9999
6216	8104	3	1	1	0	233	0	0	9999
6216	8204	3	1	1	0	233	0	0	9999
6216	8304	3	1	1	0	70	0	0	9999
6216	8005	3	1	1	0	58	0	0	9999
6216	8105	3	1	1	0	58	0	0	9999
6216	8205	3	1	1	0	58	0	0	9999
6216	8305	3	1	1	0	17	0	0	9999
6216	8006	3	1	1	0	12	0	0	9999
6216	8106	3	1	1	0	12	0	0	9999
6216	8206	3	1	1	0	12	0	0	9999
6216	8306	3	1	1	0	4	0	0	9999
6217	8005	3	1	1	0	241	0	0	9999
6217	8105	3	1	1	0	241	0	0	9999
6217	8205	3	1	1	0	241	0	0	9999
6217	8305	3	1	1	0	72	0	0	9999
6217	8006	3	1	1	0	48	0	0	9999
6217	8106	3	1	1	0	48	0	0	9999
6217	8206	3	1	1	0	48	0	0	9999
6217	8306	3	1	1	0	14	0	0	9999
6217	8007	3	1	1	0	12	0	0	9999
6217	8107	3	1	1	0	12	0	0	9999
6217	8207	3	1	1	0	12	0	0	9999
6217	8307	3	1	1	0	4	0	0	9999
6217	8008	3	1	1	0	2	0	0	9999
6217	8108	3	1	1	0	2	0	0	9999
6217	8208	3	1	1	0	2	0	0	9999
6217	8308	3	1	1	0	1	0	0	9999
7076	8004	3	1	1	0	334	0	0	9999
7076	8104	3	1	1	0	333	0	0	9999
7076	8204	3	1	1	0	333	0	0	9999
7078	8009	3	1	1	0	303	0	0	9999
7078	8109	3	1	1	0	272	0	0	9999
7078	8209	3	1	1	0	273	0	0	9999
7078	8309	3	1	1	0	152	0	0	9999
7079	20002	2	1	1	0	167	0	0	9999
7079	20003	2	1	1	0	167	0	0	9999
7079	20004	2	1	1	0	167	0	0	9999
7079	20006	2	1	1	0	167	0	0	9999
7079	20007	2	1	1	0	166	0	0	9999
7079	20008	2	1	1	0	166	0	0	9999
7081	1	11	1	1	0	40	0	0	9999
7081	101	11	1	1	0	40	0	0	9999
7081	201	11	1	1	0	40	0	0	9999
7081	301	11	1	1	0	40	0	0	9999
7081	501	11	1	1	0	90	0	0	9999
7081	601	11	1	1	0	90	0	0	9999
7081	701	11	1	1	0	90	0	0	9999
7081	801	11	1	1	0	90	0	0	9999
7081	1001	11	1	1	0	70	0	0	9999
7081	1101	11	1	1	0	70	0	0	9999
7081	1201	11	1	1	0	70	0	0	9999
7081	1301	11	1	1	0	70	0	0	9999
7081	1501	11	1	1	0	30	0	0	9999
7081	1601	11	1	1	0	30	0	0	9999
7081	1701	11	1	1	0	30	0	0	9999
7081	1801	11	1	1	0	30	0	0	9999
7081	401	11	1	1	0	30	0	0	9999
7081	901	11	1	1	0	25	0	0	9999
7081	1401	11	1	1	0	15	0	0	9999
7081	1901	11	1	1	0	10	0	0	9999
7082	8006	3	1	1	0	328	0	0	9999
7082	8106	3	1	1	0	328	0	0	9999
7082	8206	3	1	1	0	328	0	0	9999
7082	8306	3	1	1	0	16	0	0	9999
7199	8007	3	1	1	0	328	0	0	9999
7199	8107	3	1	1	0	328	0	0	9999
7199	8207	3	1	1	0	328	0	0	9999
7199	8307	3	1	1	0	16	0	0	9999
780	52007	2	1	1	0	111	0	0	9999
780	52107	2	1	1	0	111	0	0	9999
780	52207	2	1	1	0	111	0	0	9999
780	52307	2	1	1	0	111	0	0	9999
780	52407	2	1	1	0	111	0	0	9999
780	52507	2	1	1	0	111	0	0	9999
780	52607	2	1	1	0	111	0	0	9999
780	52707	2	1	1	0	111	0	0	9999
780	52807	2	1	1	0	112	0	0	9999
781	52008	2	1	1	0	111	0	0	9999
781	52108	2	1	1	0	111	0	0	9999
781	52208	2	1	1	0	111	0	0	9999
781	52308	2	1	1	0	111	0	0	9999
781	52408	2	1	1	0	111	0	0	9999
781	52508	2	1	1	0	111	0	0	9999
781	52608	2	1	1	0	111	0	0	9999
781	52708	2	1	1	0	111	0	0	9999
781	52808	2	1	1	0	112	0	0	9999
782	52009	2	1	1	0	182	0	0	9999
782	52109	2	1	1	0	164	0	0	9999
782	52209	2	1	1	0	73	0	0	9999
782	52309	2	1	1	0	127	0	0	9999
782	52409	2	1	1	0	109	0	0	9999
782	52509	2	1	1	0	55	0	0	9999
782	52609	2	1	1	0	91	0	0	9999
782	52709	2	1	1	0	54	0	0	9999
782	52809	2	1	1	0	145	0	0	9999
783	52006	2	1	1	0	95	0	0	9999
783	52106	2	1	1	0	84	0	0	9999
783	52206	2	1	1	0	37	0	0	9999
783	52306	2	1	1	0	65	0	0	9999
783	52406	2	1	1	0	56	0	0	9999
783	52506	2	1	1	0	28	0	0	9999
783	52606	2	1	1	0	47	0	0	9999
783	52706	2	1	1	0	28	0	0	9999
783	52806	2	1	1	0	74	0	0	9999
783	52007	2	1	1	0	47	0	0	9999
783	52107	2	1	1	0	42	0	0	9999
783	52207	2	1	1	0	19	0	0	9999
783	52307	2	1	1	0	33	0	0	9999
783	52407	2	1	1	0	28	0	0	9999
783	52507	2	1	1	0	14	0	0	9999
783	52607	2	1	1	0	23	0	0	9999
783	52707	2	1	1	0	14	0	0	9999
783	52807	2	1	1	0	37	0	0	9999
783	52008	2	1	1	0	28	0	0	9999
783	52108	2	1	1	0	25	0	0	9999
783	52208	2	1	1	0	11	0	0	9999
783	52308	2	1	1	0	20	0	0	9999
783	52408	2	1	1	0	17	0	0	9999
783	52508	2	1	1	0	8	0	0	9999
783	52608	2	1	1	0	14	0	0	9999
783	52708	2	1	1	0	8	0	0	9999
783	52808	2	1	1	0	22	0	0	9999
783	52009	2	1	1	0	9	0	0	9999
783	52109	2	1	1	0	8	0	0	9999
783	52209	2	1	1	0	4	0	0	9999
783	52309	2	1	1	0	6	0	0	9999
783	52409	2	1	1	0	6	0	0	9999
783	52509	2	1	1	0	3	0	0	9999
783	52609	2	1	1	0	5	0	0	9999
783	52709	2	1	1	0	3	0	0	9999
783	52809	2	1	1	0	7	0	0	9999
783	784	1	1	1	0	25	0	0	9999
785	52010	2	1	1	0	182	0	0	9999
785	52110	2	1	1	0	164	0	0	9999
785	52210	2	1	1	0	73	0	0	9999
785	52310	2	1	1	0	127	0	0	9999
785	52410	2	1	1	0	109	0	0	9999
785	52510	2	1	1	0	55	0	0	9999
785	52610	2	1	1	0	91	0	0	9999
785	52710	2	1	1	0	54	0	0	9999
785	52810	2	1	1	0	145	0	0	9999
7087	598	1	2	1	0	125	0	0	9999
7087	510	1	2	1	0	125	0	0	9999
7087	601	1	20	1	0	125	0	0	9999
7087	567	1	1	1	0	125	0	0	9999
7087	507	1	2	1	0	125	0	0	9999
7087	575	1	3	1	0	125	0	0	9999
7087	564	1	4	1	0	125	0	0	9999
7087	647	1	30	1	0	125	0	0	9999
7088	710	1	2	1	0	156	0	0	9999
7088	570	1	1	1	0	156	0	0	9999
7088	565	1	2	1	0	156	0	0	9999
7088	564	1	50	1	0	156	0	0	9999
7088	637	1	2	1	0	156	0	0	9999
7088	5133	1	1	1	0	110	0	0	9999
7088	5134	1	1	1	0	110	0	0	9999
788	52001	2	1	1	0	68	0	0	9999
788	52101	2	1	1	0	63	0	0	9999
788	52201	2	1	1	0	31	0	0	9999
788	52301	2	1	1	0	48	0	0	9999
788	52401	2	1	1	0	41	0	0	9999
788	52501	2	1	1	0	26	0	0	9999
788	52601	2	1	1	0	34	0	0	9999
788	52701	2	1	1	0	26	0	0	9999
788	52801	2	1	1	0	55	0	0	9999
788	52002	2	1	1	0	41	0	0	9999
788	52102	2	1	1	0	38	0	0	9999
788	52202	2	1	1	0	19	0	0	9999
788	52302	2	1	1	0	29	0	0	9999
788	52402	2	1	1	0	25	0	0	9999
788	52502	2	1	1	0	16	0	0	9999
788	52602	2	1	1	0	21	0	0	9999
788	52702	2	1	1	0	16	0	0	9999
788	52802	2	1	1	0	33	0	0	9999
788	52003	2	1	1	0	28	0	0	9999
788	52103	2	1	1	0	25	0	0	9999
788	52203	2	1	1	0	12	0	0	9999
788	52303	2	1	1	0	19	0	0	9999
788	52403	2	1	1	0	17	0	0	9999
788	52503	2	1	1	0	11	0	0	9999
788	52603	2	1	1	0	14	0	0	9999
788	52703	2	1	1	0	11	0	0	9999
788	52803	2	1	1	0	22	0	0	9999
788	52004	2	1	1	0	18	0	0	9999
788	52104	2	1	1	0	17	0	0	9999
788	52204	2	1	1	0	8	0	0	9999
788	52304	2	1	1	0	13	0	0	9999
788	52404	2	1	1	0	11	0	0	9999
788	52504	2	1	1	0	7	0	0	9999
788	52604	2	1	1	0	9	0	0	9999
788	52704	2	1	1	0	7	0	0	9999
788	52804	2	1	1	0	15	0	0	9999
788	52005	2	1	1	0	14	0	0	9999
788	52105	2	1	1	0	13	0	0	9999
788	52205	2	1	1	0	6	0	0	9999
788	52305	2	1	1	0	10	0	0	9999
788	52405	2	1	1	0	8	0	0	9999
788	52505	2	1	1	0	5	0	0	9999
788	52605	2	1	1	0	7	0	0	9999
788	52705	2	1	1	0	5	0	0	9999
788	52805	2	1	1	0	11	0	0	9999
788	52006	2	1	1	0	5	0	0	9999
788	52106	2	1	1	0	4	0	0	9999
788	52206	2	1	1	0	2	0	0	9999
788	52306	2	1	1	0	3	0	0	9999
788	52406	2	1	1	0	3	0	0	9999
788	52506	2	1	1	0	2	0	0	9999
788	52606	2	1	1	0	2	0	0	9999
788	52706	2	1	1	0	2	0	0	9999
788	52806	2	1	1	0	4	0	0	9999
7106	40010	2	1	1	0	200	0	0	9999
7106	40011	2	1	1	0	200	0	0	9999
7106	40012	2	1	1	0	200	0	0	9999
7106	40013	2	1	1	0	200	0	0	9999
7106	40014	2	1	1	0	100	0	0	9999
7106	40015	2	1	1	0	100	0	0	9999
7107	52005	2	1	1	0	112	0	0	9999
7107	52105	2	1	1	0	111	0	0	9999
7107	52205	2	1	1	0	111	0	0	9999
7107	52305	2	1	1	0	111	0	0	9999
7107	52405	2	1	1	0	111	0	0	9999
7107	52505	2	1	1	0	111	0	0	9999
7107	52605	2	1	1	0	111	0	0	9999
7107	52705	2	1	1	0	111	0	0	9999
7107	52805	2	1	1	0	111	0	0	9999
7108	52007	2	1	1	0	112	0	0	9999
7108	52107	2	1	1	0	111	0	0	9999
7108	52207	2	1	1	0	111	0	0	9999
7108	52307	2	1	1	0	111	0	0	9999
7108	52407	2	1	1	0	111	0	0	9999
7108	52507	2	1	1	0	111	0	0	9999
7108	52607	2	1	1	0	111	0	0	9999
7108	52707	2	1	1	0	111	0	0	9999
7108	52807	2	1	1	0	111	0	0	9999
7122	598	1	2	1	0	125	0	0	9999
7122	510	1	2	1	0	125	0	0	9999
7122	601	1	20	1	0	125	0	0	9999
7122	567	1	1	1	0	125	0	0	9999
7122	507	1	2	1	0	125	0	0	9999
7122	575	1	3	1	0	125	0	0	9999
7122	564	1	4	1	0	125	0	0	9999
7122	647	1	30	1	0	125	0	0	9999
7123	710	1	2	1	0	156	0	0	9999
7123	570	1	1	1	0	156	0	0	9999
7123	565	1	2	1	0	156	0	0	9999
7123	564	1	50	1	0	156	0	0	9999
7123	637	1	2	1	0	156	0	0	9999
7123	5414	1	1	1	0	110	0	0	9999
7123	5415	1	1	1	0	110	0	0	9999
7129	13	1	5	1	0	200	0	0	9999
7129	598	1	2	1	0	200	0	0	9999
7129	510	1	2	1	0	200	0	0	9999
7129	601	1	20	1	0	200	0	0	9999
7129	567	1	1	1	0	200	0	0	9999
7130	13	1	5	1	0	200	0	0	9999
7130	507	1	2	1	0	200	0	0	9999
7130	575	1	3	1	0	200	0	0	9999
7130	564	1	4	1	0	200	0	0	9999
7130	647	1	30	1	0	200	0	0	9999
7134	938	1	1	0	0	200	0	0	9999
7134	947	1	10	1	0	500	0	0	9999
7134	947	1	100	1	0	100	0	0	9999
7134	60001	2	1	0	0	4	0	0	9999
7134	60002	2	1	0	0	34	0	0	9999
7134	60003	2	1	0	0	17	0	0	9999
7134	60004	2	1	0	0	18	0	0	9999
7134	60005	2	1	0	0	25	0	0	9999
7134	60006	2	1	0	0	5	0	0	9999
7134	60007	2	1	0	0	18	0	0	9999
7134	60008	2	1	0	0	26	0	0	9999
7134	60009	2	1	0	0	18	0	0	9999
7134	60010	2	1	0	0	35	0	0	9999
7135	939	1	1	0	0	200	0	0	9999
7135	947	1	20	1	0	500	0	0	9999
7135	947	1	200	1	0	100	0	0	9999
7135	60111	2	1	0	0	4	0	0	9999
7135	60112	2	1	0	0	34	0	0	9999
7135	60113	2	1	0	0	17	0	0	9999
7135	60114	2	1	0	0	18	0	0	9999
7135	60115	2	1	0	0	25	0	0	9999
7135	60116	2	1	0	0	5	0	0	9999
7135	60117	2	1	0	0	18	0	0	9999
7135	60118	2	1	0	0	26	0	0	9999
7135	60119	2	1	0	0	18	0	0	9999
7135	60120	2	1	0	0	35	0	0	9999
7136	940	1	1	0	0	200	0	0	9999
7136	947	1	30	1	0	500	0	0	9999
7136	947	1	300	1	0	100	0	0	9999
7136	60221	2	1	0	0	4	0	0	9999
7136	60222	2	1	0	0	34	0	0	9999
7136	60223	2	1	0	0	17	0	0	9999
7136	60224	2	1	0	0	18	0	0	9999
7136	60225	2	1	0	0	25	0	0	9999
7136	60226	2	1	0	0	5	0	0	9999
7136	60227	2	1	0	0	18	0	0	9999
7136	60228	2	1	0	0	26	0	0	9999
7136	60229	2	1	0	0	18	0	0	9999
7136	60230	2	1	0	0	35	0	0	9999
7137	941	1	1	0	0	200	0	0	9999
7137	947	1	40	1	0	500	0	0	9999
7137	947	1	400	1	0	100	0	0	9999
7137	60331	2	1	0	0	4	0	0	9999
7137	60332	2	1	0	0	34	0	0	9999
7137	60333	2	1	0	0	17	0	0	9999
7137	60334	2	1	0	0	18	0	0	9999
7137	60335	2	1	0	0	25	0	0	9999
7137	60336	2	1	0	0	5	0	0	9999
7137	60337	2	1	0	0	18	0	0	9999
7137	60338	2	1	0	0	26	0	0	9999
7137	60339	2	1	0	0	18	0	0	9999
7137	60340	2	1	0	0	35	0	0	9999
7138	942	1	1	0	0	200	0	0	9999
7138	947	1	50	1	0	500	0	0	9999
7138	947	1	500	1	0	100	0	0	9999
7138	60441	2	1	0	0	4	0	0	9999
7138	60442	2	1	0	0	34	0	0	9999
7138	60443	2	1	0	0	17	0	0	9999
7138	60444	2	1	0	0	18	0	0	9999
7138	60445	2	1	0	0	25	0	0	9999
7138	60446	2	1	0	0	5	0	0	9999
7138	60447	2	1	0	0	18	0	0	9999
