INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	STRING	INT	STRING	INT	INT	STRING
21	4	304	3	5	1	-1	圣光斩	-1	-1	0	0	60	-1	40000	-1	-1
21	5	305	3	5	1	-1	圣光斩	-1	-1	0	0	70	-1	50000	-1	-1
21	6	306	3	5	1	-1	圣光斩	-1	-1	0	0	100	-1	60000	-1	-1
21	7	307	3	5	1	-1	圣光斩	-1	-1	0	0	110	-1	70000	-1	-1
21	8	308	3	5	1	-1	圣光斩	-1	-1	0	0	120	-1	80000	-1	-1
21	9	309	3	5	1	-1	圣光斩	-1	-1	0	0	130	-1	90000	-1	-1
21	10	310	3	5	1	-1	圣光斩	-1	-1	0	0	160	-1	100000	-1	-1
22	1	321	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	10000	-1	-1
22	2	322	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	20000	-1	-1
22	3	323	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	30000	-1	-1
22	4	324	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	40000	-1	-1
22	5	325	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	50000	-1	-1
22	6	326	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	60000	-1	-1
22	7	327	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	70000	-1	-1
22	8	328	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	80000	-1	-1
22	9	329	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	90000	-1	-1
22	10	330	0	5	1	-1	牺牲	-1	-1	0	0	0	-1	100000	-1	-1
23	1	341	3	5	10	21:5	祝福之锤	-1	-1	0	0	50	-1	10000	-1	-1
23	2	342	3	5	10	21:5	祝福之锤	-1	-1	0	0	65	-1	20000	-1	-1
23	3	343	3	5	10	21:5	祝福之锤	-1	-1	0	0	80	-1	30000	-1	-1
23	4	344	3	5	10	21:5	祝福之锤	-1	-1	0	0	95	-1	40000	-1	-1
23	5	345	3	5	10	21:5	祝福之锤	-1	-1	0	0	110	-1	50000	-1	-1
23	6	346	3	5	10	21:5	祝福之锤	-1	-1	0	0	160	-1	60000	-1	-1
23	7	347	3	5	10	21:5	祝福之锤	-1	-1	0	0	175	-1	70000	-1	-1
23	8	348	3	5	10	21:5	祝福之锤	-1	-1	0	0	190	-1	80000	-1	-1
23	9	349	3	5	10	21:5	祝福之锤	-1	-1	0	0	205	-1	90000	-1	-1
23	10	350	3	5	10	21:5	祝福之锤	-1	-1	0	0	265	-1	100000	-1	-1
24	1	361	3	5	20	202:5	天堂之拳	-1	-1	0	0	60	-1	10000	-1	-1
24	2	362	3	5	20	202:5	天堂之拳	-1	-1	0	0	80	-1	20000	-1	-1
24	3	363	3	5	20	202:5	天堂之拳	-1	-1	0	0	100	-1	30000	-1	-1
24	4	364	3	5	20	202:5	天堂之拳	-1	-1	0	0	120	-1	40000	-1	-1
24	5	365	3	5	20	202:5	天堂之拳	-1	-1	0	0	140	-1	50000	-1	-1
24	6	366	3	5	20	202:5	天堂之拳	-1	-1	0	0	200	-1	60000	-1	-1
24	7	367	3	5	20	202:5	天堂之拳	-1	-1	0	0	220	-1	70000	-1	-1
24	8	368	3	5	20	202:5	天堂之拳	-1	-1	0	0	240	-1	80000	-1	-1
24	9	369	3	5	20	202:5	天堂之拳	-1	-1	0	0	260	-1	90000	-1	-1
24	10	370	3	5	20	202:5	天堂之拳	-1	-1	0	0	320	-1	100000	-1	-1
31	1	451	4	5	30	-1	冰锥术	-1	-1	0	0	30	-1	10000	-1	-1
31	2	452	4	5	30	-1	冰锥术	-1	-1	0	0	40	-1	20000	-1	-1
31	3	453	4	5	30	-1	冰锥术	-1	-1	0	0	50	-1	30000	-1	-1
31	4	454	4	5	30	-1	冰锥术	-1	-1	0	0	60	-1	40000	-1	-1
31	5	455	4	5	30	-1	冰锥术	-1	-1	0	0	70	-1	50000	-1	-1
31	6	456	4	5	30	-1	冰锥术	-1	-1	0	0	100	-1	60000	-1	-1
31	7	457	4	5	30	-1	冰锥术	-1	-1	0	0	110	-1	70000	-1	-1
31	8	458	4	5	30	-1	冰锥术	-1	-1	0	0	120	-1	80000	-1	-1
31	9	459	4	5	30	-1	冰锥术	-1	-1	0	0	130	-1	90000	-1	-1
31	10	460	4	5	30	-1	冰锥术	-1	-1	0	0	160	-1	100000	-1	-1
32	1	471	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	10000	-1	-1
32	2	472	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	20000	-1	-1
32	3	473	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	30000	-1	-1
32	4	474	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	40000	-1	-1
32	5	475	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	50000	-1	-1
32	6	476	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	60000	-1	-1
32	7	477	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	70000	-1	-1
32	8	478	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	80000	-1	-1
32	9	479	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	90000	-1	-1
32	10	480	0	5	1	-1	冰封球	-1	-1	0	0	0	-1	100000	-1	-1
33	1	491	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	10000	-1	-1
33	2	492	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	20000	-1	-1
33	3	493	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	30000	-1	-1
33	4	494	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	40000	-1	-1
33	5	495	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	50000	-1	-1
33	6	496	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	60000	-1	-1
33	7	497	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	70000	-1	-1
33	8	498	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	80000	-1	-1
33	9	499	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	90000	-1	-1
33	10	500	0	5	1	-1	多重冰锥术	-1	-1	0	0	0	-1	100000	-1	-1
34	1	511	4	5	45	211:5	暴风雪	-1	-1	0	0	60	-1	10000	-1	-1
34	2	512	4	5	45	211:5	暴风雪	-1	-1	0	0	80	-1	20000	-1	-1
34	3	513	4	5	45	211:5	暴风雪	-1	-1	0	0	100	-1	30000	-1	-1
34	4	514	4	5	45	211:5	暴风雪	-1	-1	0	0	120	-1	40000	-1	-1
34	5	515	4	5	45	211:5	暴风雪	-1	-1	0	0	140	-1	50000	-1	-1
34	6	516	4	5	45	211:5	暴风雪	-1	-1	0	0	200	-1	60000	-1	-1
34	7	517	4	5	45	211:5	暴风雪	-1	-1	0	0	220	-1	70000	-1	-1
34	8	518	4	5	45	211:5	暴风雪	-1	-1	0	0	240	-1	80000	-1	-1
34	9	519	4	5	45	211:5	暴风雪	-1	-1	0	0	260	-1	90000	-1	-1
34	10	520	4	5	45	211:5	暴风雪	-1	-1	0	0	320	-1	100000	-1	-1
35	1	531	4	5	35	31:5	冰霜新星	-1	-1	0	0	50	-1	10000	-1	-1
35	2	532	4	5	35	31:5	冰霜新星	-1	-1	0	0	65	-1	20000	-1	-1
35	3	533	4	5	35	31:5	冰霜新星	-1	-1	0	0	80	-1	30000	-1	-1
35	4	534	4	5	35	31:5	冰霜新星	-1	-1	0	0	95	-1	40000	-1	-1
35	5	535	4	5	35	31:5	冰霜新星	-1	-1	0	0	110	-1	50000	-1	-1
35	6	536	4	5	35	31:5	冰霜新星	-1	-1	0	0	160	-1	60000	-1	-1
35	7	537	4	5	35	31:5	冰霜新星	-1	-1	0	0	175	-1	70000	-1	-1
35	8	538	4	5	35	31:5	冰霜新星	-1	-1	0	0	190	-1	80000	-1	-1
35	9	539	4	5	35	31:5	冰霜新星	-1	-1	0	0	205	-1	90000	-1	-1
35	10	540	4	5	35	31:5	冰霜新星	-1	-1	0	0	265	-1	100000	-1	-1
41	1	601	5	5	1	-1	烈焰之风	-1	-1	0	0	30	-1	10000	-1	-1
41	2	602	5	5	1	-1	烈焰之风	-1	-1	0	0	40	-1	20000	-1	-1
41	3	603	5	5	1	-1	烈焰之风	-1	-1	0	0	50	-1	30000	-1	-1
41	4	604	5	5	1	-1	烈焰之风	-1	-1	0	0	60	-1	40000	-1	-1
41	5	605	5	5	1	-1	烈焰之风	-1	-1	0	0	70	-1	50000	-1	-1
41	6	606	5	5	1	-1	烈焰之风	-1	-1	0	0	100	-1	60000	-1	-1
41	7	607	5	5	1	-1	烈焰之风	-1	-1	0	0	110	-1	70000	-1	-1
41	8	608	5	5	1	-1	烈焰之风	-1	-1	0	0	120	-1	80000	-1	-1
41	9	609	5	5	1	-1	烈焰之风	-1	-1	0	0	130	-1	90000	-1	-1
41	10	610	5	5	1	-1	烈焰之风	-1	-1	0	0	160	-1	100000	-1	-1
42	1	621	5	5	10	41:5	烈焰死光	-1	-1	0	0	50	-1	10000	-1	-1
42	2	622	5	5	10	41:5	烈焰死光	-1	-1	0	0	65	-1	20000	-1	-1
42	3	623	5	5	10	41:5	烈焰死光	-1	-1	0	0	80	-1	30000	-1	-1
42	4	624	5	5	10	41:5	烈焰死光	-1	-1	0	0	95	-1	40000	-1	-1
42	5	625	5	5	10	41:5	烈焰死光	-1	-1	0	0	110	-1	50000	-1	-1
42	6	626	5	5	10	41:5	烈焰死光	-1	-1	0	0	160	-1	60000	-1	-1
42	7	627	5	5	10	41:5	烈焰死光	-1	-1	0	0	175	-1	70000	-1	-1
42	8	628	5	5	10	41:5	烈焰死光	-1	-1	0	0	190	-1	80000	-1	-1
42	9	629	5	5	10	41:5	烈焰死光	-1	-1	0	0	205	-1	90000	-1	-1
42	10	630	5	5	10	41:5	烈焰死光	-1	-1	0	0	265	-1	100000	-1	-1
43	1	641	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	10000	-1	-1
43	2	642	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	20000	-1	-1
43	3	643	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	30000	-1	-1
43	4	644	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	40000	-1	-1
43	5	645	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	50000	-1	-1
43	6	646	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	60000	-1	-1
43	7	647	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	70000	-1	-1
43	8	648	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	80000	-1	-1
43	9	649	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	90000	-1	-1
43	10	650	0	5	1	163:5	火焰魔眼	-1	-1	0	0	0	-1	100000	-1	-1
44	1	661	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	10000	-1	-1
44	2	662	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	20000	-1	-1
44	3	663	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	30000	-1	-1
44	4	664	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	40000	-1	-1
44	5	665	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	50000	-1	-1
44	6	666	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	60000	-1	-1
44	7	667	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	70000	-1	-1
44	8	668	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	80000	-1	-1
44	9	669	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	90000	-1	-1
44	10	670	0	5	1	222:5	火旋风	-1	-1	0	0	0	-1	100000	-1	-1
45	1	681	5	5	20	222:5	天火陨石	-1	-1	0	0	60	-1	10000	-1	-1
45	2	682	5	5	20	222:5	天火陨石	-1	-1	0	0	80	-1	20000	-1	-1
45	3	683	5	5	20	222:5	天火陨石	-1	-1	0	0	100	-1	30000	-1	-1
45	4	684	5	5	20	222:5	天火陨石	-1	-1	0	0	120	-1	40000	-1	-1
45	5	685	5	5	20	222:5	天火陨石	-1	-1	0	0	140	-1	50000	-1	-1
45	6	686	5	5	20	222:5	天火陨石	-1	-1	0	0	200	-1	60000	-1	-1
45	7	687	5	5	20	222:5	天火陨石	-1	-1	0	0	220	-1	70000	-1	-1
45	8	688	5	5	20	222:5	天火陨石	-1	-1	0	0	240	-1	80000	-1	-1
45	9	689	5	5	20	222:5	天火陨石	-1	-1	0	0	260	-1	90000	-1	-1
45	10	690	5	5	20	222:5	天火陨石	-1	-1	0	0	320	-1	100000	-1	-1
51	1	751	6	5	1	-1	白骨之魂	-1	-1	0	0	30	-1	10000	-1	-1
51	2	752	6	5	1	-1	白骨之魂	-1	-1	0	0	40	-1	20000	-1	-1
51	3	753	6	5	1	-1	白骨之魂	-1	-1	0	0	50	-1	30000	-1	-1
51	4	754	6	5	1	-1	白骨之魂	-1	-1	0	0	60	-1	40000	-1	-1
51	5	755	6	5	1	-1	白骨之魂	-1	-1	0	0	70	-1	50000	-1	-1
51	6	756	6	5	1	-1	白骨之魂	-1	-1	0	0	100	-1	60000	-1	-1
51	7	757	6	5	1	-1	白骨之魂	-1	-1	0	0	110	-1	70000	-1	-1
51	8	758	6	5	1	-1	白骨之魂	-1	-1	0	0	120	-1	80000	-1	-1
51	9	759	6	5	1	-1	白骨之魂	-1	-1	0	0	130	-1	90000	-1	-1
51	10	760	6	5	1	-1	白骨之魂	-1	-1	0	0	160	-1	100000	-1	-1
52	1	771	6	5	20	231:5	召唤骷髅	-1	-1	0	0	60	-1	10000	-1	-1
52	2	772	6	5	20	231:5	召唤骷髅	-1	-1	0	0	80	-1	20000	-1	-1
52	3	773	6	5	20	231:5	召唤骷髅	-1	-1	0	0	100	-1	30000	-1	-1
52	4	774	6	5	20	231:5	召唤骷髅	-1	-1	0	0	120	-1	40000	-1	-1
52	5	775	6	5	20	231:5	召唤骷髅	-1	-1	0	0	140	-1	50000	-1	-1
52	6	776	6	5	20	231:5	召唤骷髅	-1	-1	0	0	200	-1	60000	-1	-1
52	7	777	6	5	20	231:5	召唤骷髅	-1	-1	0	0	220	-1	70000	-1	-1
52	8	778	6	5	20	231:5	召唤骷髅	-1	-1	0	0	240	-1	80000	-1	-1
52	9	779	6	5	20	231:5	召唤骷髅	-1	-1	0	0	260	-1	90000	-1	-1
52	10	780	6	5	20	231:5	召唤骷髅	-1	-1	0	0	320	-1	100000	-1	-1
53	1	791	6	5	10	51:5	剧毒新星	-1	-1	0	0	50	-1	10000	-1	-1
53	2	792	6	5	10	51:5	剧毒新星	-1	-1	0	0	65	-1	20000	-1	-1
53	3	793	6	5	10	51:5	剧毒新星	-1	-1	0	0	80	-1	30000	-1	-1
53	4	794	6	5	10	51:5	剧毒新星	-1	-1	0	0	95	-1	40000	-1	-1
53	5	795	6	5	10	51:5	剧毒新星	-1	-1	0	0	110	-1	50000	-1	-1
53	6	796	6	5	10	51:5	剧毒新星	-1	-1	0	0	160	-1	60000	-1	-1
53	7	797	6	5	10	51:5	剧毒新星	-1	-1	0	0	175	-1	70000	-1	-1
53	8	798	6	5	10	51:5	剧毒新星	-1	-1	0	0	190	-1	80000	-1	-1
53	9	799	6	5	10	51:5	剧毒新星	-1	-1	0	0	205	-1	90000	-1	-1
53	10	800	6	5	10	51:5	剧毒新星	-1	-1	0	0	265	-1	100000	-1	-1
54	1	811	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	10000	-1	-1
54	2	812	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	20000	-1	-1
54	3	813	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	30000	-1	-1
54	4	814	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	40000	-1	-1
54	5	815	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	50000	-1	-1
54	6	816	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	60000	-1	-1
54	7	817	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	70000	-1	-1
54	8	818	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	80000	-1	-1
54	9	819	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	90000	-1	-1
54	10	820	6	5	1	-1	召唤地狱火	-1	-1	0	0	0	-1	100000	-1	-1
61	1	901	7	5	30	-1	飞刀	-1	-1	0	0	30	-1	10000	-1	-1
61	2	902	7	5	30	-1	飞刀	-1	-1	0	0	40	-1	20000	-1	-1
61	3	903	7	5	30	-1	飞刀	-1	-1	0	0	50	-1	30000	-1	-1
61	4	904	7	5	30	-1	飞刀	-1	-1	0	0	60	-1	40000	-1	-1
61	5	905	7	5	30	-1	飞刀	-1	-1	0	0	70	-1	50000	-1	-1
61	6	906	7	5	30	-1	飞刀	-1	-1	0	0	100	-1	60000	-1	-1
61	7	907	7	5	30	-1	飞刀	-1	-1	0	0	110	-1	70000	-1	-1
61	8	908	7	5	30	-1	飞刀	-1	-1	0	0	120	-1	80000	-1	-1
61	9	909	7	5	30	-1	飞刀	-1	-1	0	0	130	-1	90000	-1	-1
61	10	910	7	5	30	-1	飞刀	-1	-1	0	0	160	-1	100000	-1	-1
62	1	921	7	5	35	61:5	旋转飞刃	-1	-1	0	0	50	-1	10000	-1	-1
62	2	922	7	5	35	61:5	旋转飞刃	-1	-1	0	0	65	-1	20000	-1	-1
62	3	923	7	5	35	61:5	旋转飞刃	-1	-1	0	0	80	-1	30000	-1	-1
62	4	924	7	5	35	61:5	旋转飞刃	-1	-1	0	0	95	-1	40000	-1	-1
62	5	925	7	5	35	61:5	旋转飞刃	-1	-1	0	0	110	-1	50000	-1	-1
62	6	926	7	5	35	61:5	旋转飞刃	-1	-1	0	0	160	-1	60000	-1	-1
62	7	927	7	5	35	61:5	旋转飞刃	-1	-1	0	0	175	-1	70000	-1	-1
62	8	928	7	5	35	61:5	旋转飞刃	-1	-1	0	0	190	-1	80000	-1	-1
62	9	929	7	5	35	61:5	旋转飞刃	-1	-1	0	0	205	-1	90000	-1	-1
62	10	930	7	5	35	61:5	旋转飞刃	-1	-1	0	0	265	-1	100000	-1	-1
63	1	941	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	10000	-1	-1
63	2	942	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	20000	-1	-1
63	3	943	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	30000	-1	-1
63	4	944	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	40000	-1	-1
63	5	945	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	50000	-1	-1
63	6	946	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	60000	-1	-1
63	7	947	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	70000	-1	-1
63	8	948	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	80000	-1	-1
63	9	949	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	90000	-1	-1
63	10	950	7	5	1	-1	闪电陷阱	-1	-1	0	0	0	-1	100000	-1	-1
64	1	961	7	5	45	241:5	千刃	-1	-1	0	0	60	-1	10000	-1	-1
64	2	962	7	5	45	241:5	千刃	-1	-1	0	0	80	-1	20000	-1	-1
64	3	963	7	5	45	241:5	千刃	-1	-1	0	0	100	-1	30000	-1	-1
64	4	964	7	5	45	241:5	千刃	-1	-1	0	0	120	-1	40000	-1	-1
64	5	965	7	5	45	241:5	千刃	-1	-1	0	0	140	-1	50000	-1	-1
64	6	966	7	5	45	241:5	千刃	-1	-1	0	0	200	-1	60000	-1	-1
64	7	967	7	5	45	241:5	千刃	-1	-1	0	0	220	-1	70000	-1	-1
64	8	968	7	5	45	241:5	千刃	-1	-1	0	0	240	-1	80000	-1	-1
64	9	969	7	5	45	241:5	千刃	-1	-1	0	0	260	-1	90000	-1	-1
